"country","party_id","party","party_short","comment","party_name","polity_notes","country_short"
"Spain","#7240033","Asociacion Independiente Canaria",,,"Asociacion Independiente Canaria",,"ESP"
"Spain","#7240034","Partido Socialista Mallorquan",,,"Partido Socialista Mallorquan",,"ESP"
"Spain","#7240035","PSM-Entesa Nacionalista",,,"PSM-Entesa Nacionalista",,"ESP"
"Spain","#7240036","United Left - Galician Left (EU - PSG-EG)","EU - PSG-EG",,"United Left - Galician Left","United Left - Galician Left (EU - PSG-EG) was an electoral coalition for the Spanish 1996 and 2000 elections.","ESP"
"Spain","#7240037","United Left of the Balearic Islands (EUIB)","EUIB",,"United Left of the Balearic Islands",,"ESP"
"Spain","#7240038","Nationalist Left of the Balearic Islands Federation (FENIB)","FENIB",,"Nationalist Left of the Balearic Islands Federation",,"ESP"
"Spain","#7240039","United Left of the Valencian Country (EUPV)","EUPV",,"United Left of the Valencian Country",,"ESP"
"Spain","#7240040","Basque Citizen Initiative (ICV-EHE)","ICV-EHE",,"Basque Citizen Initiative",,"ESP"
"Spain","#7240042","Navarrese People's Union (UPN)","UPN",,"Navarrese People's Union",,"ESP"
"Spain","#7240043","Democrats' Congergence of Navarre (CDN)","CDN",,"Democrats' Congergence of Navarre",,"ESP"
"Spain","#7240044","Galician Coalition (CG)","CG",,"Galician Coalition",,"ESP"
"Spain","#7240045","Aragonese Council (CHA)","CHA",,"Aragonese Council",,"ESP"
"Spain","#7240046","Democratic and Social Center (CDS)","CDS",,"Democratic and Social Center",,"ESP"
"Spain","#7240047","United Extremadura (EU)","EU",,"United Extremadura",,"ESP"
"Spain","#7240048","Liberal Independent Group (GIL)","GIL",,"Liberal Independent Group",,"ESP"
"Spain","#7240049","Initiative for Catalonia Greens (ICV)","ICV",,"Initiative for Catalonia Greens",,"ESP"
"Spain","#7240050","Andalusian Party (PA)","PA",,"Andalusian Party",,"ESP"
"Spain","#7240051","Leonese People's Union (UPL)","UPL",,"Leonese People's Union",,"ESP"
"Sweden","#7520001","Sweden's Social Democratic Worker's Party (SAP)","SAP",,"Sweden's Social Democratic Worker's Party",,"SWE"
"Sweden","#7520002","Moderate Party (M)","M",,"Moderate Party",,"SWE"
"Sweden","#7520003","Liberal People's Party (FP)","FP",,"Liberal People's Party",,"SWE"
"Sweden","#7520004","Christian Democrats (KD)","KD",,"Christian Democrats",,"SWE"
"Sweden","#7520005","Green Party (MP)","MP",,"Green Party",,"SWE"
"Sweden","#7520006","Centre Party (C)","C",,"Centre Party",,"SWE"
"Sweden","#7520007","Left Party (V)","V",,"Left Party",,"SWE"
"Sweden","#7520008","Sweden Democrats (SD)","SD",,"Sweden Democrats",,"SWE"
"Sweden","#7520009","Feminist Party (Fi)","Fi",,"Feminist Party",,"SWE"
"Sweden","#7520010","June List (JI)","JI",,"June List",,"SWE"
"Switzerland","#7560001","Swiss People's Party (SVP / UDC)","SVP / UDC",,"Swiss People's Party",,"CHE"
"Switzerland","#7560002","Social Democratic Party (SP / PS)","SP / PS",,"Social Democratic Party",,"CHE"
"Switzerland","#7560003","Christian Democratic People's Party (CVP / PDC)","CVP / PDC",,"Christian Democratic People's Party",,"CHE"
"Switzerland","#7560004","The Liberals (FDP / PLR)","FDP / PLR",,"The Liberals","The Liberals (FDP / PLR) were founded in January 2009. It is a merger of the Radical Democratic Party (FDP/PLR) and the Liberal Party (LPS/PLS).","CHE"
"Switzerland","#7560005","Green Party (GPS / PES)","GPS / PES",,"Green Party",,"CHE"
"Switzerland","#7560006","Evangelical People's Party (EVP / PEP)","EVP / PEP",,"Evangelical People's Party",,"CHE"
"Switzerland","#7560007","Swiss Party of Labor (PdA / PST)","PdA / PST",,"Swiss Party of Labor",,"CHE"
"Switzerland","#7560008","Ticino League (Lega)","Lega",,"Ticino League",,"CHE"
"Switzerland","#7560009","Federal Democratic Union (EDU / UDF)","EDU / UDF",,"Federal Democratic Union",,"CHE"
"Switzerland","#7560010","Swiss Democrats (SD / DS)","SD / DS",,"Swiss Democrats",,"CHE"
"Switzerland","#7560012","Solidarity (SOL)","SOL",,"Solidarity",,"CHE"
"Switzerland","#7560013","Freedom Party (FPS /PSL)","FPS /PSL",,"Freedom Party",,"CHE"
"Switzerland","#7560014","Liberal Party (LPS / PLS)","LPS / PLS",,"Liberal Party",,"CHE"
"Switzerland","#7560015","Feminist and Green Alternative Groups (FGA)","FGA",,"Feminist and Green Alternative Groups",,"CHE"
"Switzerland","#7560016","Progressive Organisations of Switzerland (POCH)","POCH",,"Progressive Organisations of Switzerland",,"CHE"
"Switzerland","#7560017","Autonomous Socialist Party (PSA)","PSA",,"Autonomous Socialist Party","Autonomous Socialist Party (PSA) merged with other parties in 1992 to form the ""United Socialist Party"" (PSU).","CHE"
"Switzerland","#7560018","Republican Movement - Vigilance (REP - Vigilance)","REP - Vigilance",,"Republican Movement - Vigilance",,"CHE"
"Switzerland","#7560019","Center parties",,,"Center parties",,"CHE"
"Switzerland","#7560020","Christian People's Party",,,"Christian People's Party",,"CHE"
"Switzerland","#7560021","Green Liberal Party (GLP / PVL)","GLP / PVL",,"Green Liberal Party","Green Liberal Party (GLP / PVL) is a splinter from the Green Party (GPS/PES) that was formed on the national level in 2007. On the regional level, the party was established in the Canton of Zurich in 2004.","CHE"
"Switzerland","#7560022","Independents Alliance (LdU-ADI)","LdU-ADI",,"Independents Alliance",,"CHE"
"Switzerland","#7560023","Geneva Citizens' Movement (MCG)","MCG",,"Geneva Citizens' Movement",,"CHE"
"Switzerland","#7560024","Radical Democratic Party (FDP / PLR)","FDP / PLR",,"Radical Democratic Party","Radical Democratic Party (FDP / PLR) was listed as ""Free Thinking Party"" in the CSES MODULE 1 Codebook. It is one predecessor party of The Liberals (FDP / PLR).","CHE"
"Switzerland","#7560025","Conservative Democratic Party (BDP / PBD)","BDP / PBD",,"Conservative Democratic Party","Conservative Democratic Party (BDP / PBD) is a splinter party that was formed by former members of the Swiss People's Party (SVP/UDC) in 2008.","CHE"
"Switzerland","#7560026","Christian-Social Party (CSP / PCS)","CSP / PCS",,"Christian-Social Party",,"CHE"
"Taiwan","#1580001","Democratic Progressive Party (DPP)","DPP",,"Democratic Progressive Party",,"TWN"
"Taiwan","#1580002","Kuomintang of China (KMT)","KMT",,"Kuomintang of China","Kuomintang of China (KMT) is also known as the Chinese Nationalist Party. The CSES MODULE 1 Codebook lists it as ""Nationalist Party"".","TWN"
"Taiwan","#1580003","People First Party (PFP)","PFP",,"People First Party","People First Party (PFP) is also known as ""Quinmindang"" (QMD).","TWN"
"Taiwan","#1580004","New Party (NP)","NP",,"New Party","New Party (NP) adopted its current name prior to the Taiwan 2004 election. Previously, it was known as ""Chinese New Party"".","TWN"
"Taiwan","#1580005","Green Party (GPT)","GPT",,"Green Party",,"TWN"
"Taiwan","#1580006","Taiwan Solidarity Union (TSU)","TSU",,"Taiwan Solidarity Union",,"TWN"
"Taiwan","#1580007","Non-Partisan Solidarity Union (NPSU)","NPSU",,"Non-Partisan Solidarity Union",,"TWN"
"Taiwan","#1580008","Taiwan Farmers' Party (TFP)","TFP",,"Taiwan Farmers' Party",,"TWN"
"Taiwan","#1580009","The Third Society Party (TSP)","TSP",,"The Third Society Party",,"TWN"
"Taiwan","#1580010","Pan-Green Coalition (DPP - TSU - TAIP)",,"DPP - TSU - TAIP","Pan-Green Coalition","Pan-Green Coalition (DPP - TSU - TAIP) was an electoral alliance for the 2004 and 2008 Taiwan elections. It was formed between the Democratic Progressive Party (DPP), Taiwan Solidarity Union (TSU) and the Taiwan Independence Party (TAIP).","TWN"
"Taiwan","#1580011","Pan-Blue Coalition (KMT - PFP - NP)","KMT - PFP - NP",,"Pan-Blue Coalition","Pan-Blue Coalition (KMT - PFP - NP) was an electoral alliance for the 2004 Taiwan election. Members were Kuomintang of China (KMT), the People First Party (PFP), and New Party (NP).","TWN"
"Taiwan","#1580012","Hakka Party",,,"Hakka Party",,"TWN"
"Taiwan","#1580015","Free National Health Insurance Alliance (NHSA)","NHSA",,"Free National Health Insurance Alliance",,"TWN"
"Taiwan","#1580016","Taiwan Independence Party (TAIP)","TAIP",,"Taiwan Independence Party",,"TWN"
"Taiwan","#1580017","Taiwan Constitution Association (TCA)","TCA",,"Taiwan Constitution Association",,"TWN"
"Taiwan","#1580018","China Youth Party (YCP)","YCP",,"China Youth Party",,"TWN"
"Taiwan","#1580019","Civil Party",,,"Civil Party",,"TWN"
"Taiwan","#1580020","Communist Party",,,"Communist Party",,"TWN"
"Taiwan","#1580021","Democracy School",,,"Democracy School",,"TWN"
"Taiwan","#1580022","Labor Party",,,"Labor Party",,"TWN"
"Taiwan","#1580023","Liberal Party",,,"Liberal Party",,"TWN"
"Taiwan","#1580024","People Largest Party",,,"People Largest Party",,"TWN"
"Taiwan","#1580025","Republic of China the Basic Laws of Taiwan Corporation",,,"Republic of China the Basic Laws of Taiwan Corporation",,"TWN"
"Taiwan","#1580026","Taiwan National Congress",,,"Taiwan National Congress",,"TWN"
"Taiwan","#1580027","Taiwanism Party",,,"Taiwanism Party",,"TWN"
"Taiwan","#1580028","Red party / Home party",,,"Red party / Home party",,"TWN"
"Thailand","#7640001","For Thais Party (PPT)","PPT",,"For Thais Party",,"THA"
"Thailand","#7640002","Democrat Party (DP)","DP",,"Democrat Party",,"THA"
"Thailand","#7640003","Thai Pride Party (BJT)","BJT",,"Thai Pride Party",,"THA"
"Thailand","#7640004","Love Thailand Party",,,"Love Thailand Party",,"THA"
"Thailand","#7640005","Thai Nation Development Party (CP)","CP",,"Thai Nation Development Party",,"THA"
"Thailand","#7640006","National Development of the Motherland Party",,,"National Development of the Motherland Party","National Development of the Motherland Party was a merger of Thais United National Development Party (RC) and the Motherland Party (PP - Puea Pandin Party) in early 2011, prior to the election. The RC itself was founded through a merger between Thais United and the former National Development Party in September 2007.","THA"
"Thailand","#7640007","Peaceloving Party",,,"Peaceloving Party",,"THA"
"Thailand","#7640008","Motherland Party (Phak Matunhum Party)",,"Phak Matunhum Party","Motherland Party",,"THA"
"Thailand","#7640009","Power of Choburi Party",,,"Power of Choburi Party",,"THA"
"Thailand","#7640013","New Politics Party (KMM)","KMM",,"New Politics Party",,"THA"
"Thailand","#7640014","People's Power Party (PPP)","PPP",,"People's Power Party",,"THA"
"Thailand","#7640015","Great People Party",,,"Great People Party",,"THA"
"Thailand","#7640016","New Democracy Party",,,"New Democracy Party",,"THA"
"Thailand","#7640017","Social Action Party",,,"Social Action Party",,"THA"
"Thailand","#7640018","Royal People Party (PRP)","PRP",,"Royal People Party",,"THA"
"Thailand","#7640019","For the Motherland Party (Puea Pandin Party)",,"Puea Pandin Party","For the Motherland Party",,"THA"
"Thailand","#7640020","Thai Citizen Party",,,"Thai Citizen Party",,"THA"
"Thailand","#7640021","Thai Nation Party (CTP)","CTP",,"Thai Nation Party",,"THA"
"Thailand","#7640022","Thai Rak Thai Party (TRT)","TRT",,"Thai Rak Thai Party",,"THA"
"Thailand","#7640023","New Aspiration Party",,,"New Aspiration Party",,"THA"
"Thailand","#7640024","Neutral Democratic Party (MCM)","MCM",,"Neutral Democratic Party",,"THA"
"Thailand","#7640025","Referendum Party",,,"Referendum Party",,"THA"
"Thailand","#7640026","National Development Party",,,"National Development Party",,"THA"
"Thailand","#7640027","Justice and Freedom Party",,,"Justice and Freedom Party",,"THA"
"Thailand","#7640028","Chao Thai Party",,,"Chao Thai Party",,"THA"
"Thailand","#7640029","People's Power (AmnatP)","AmnatP",,"People's Power",,"THA"
"Thailand","#7640030","Rassadorn Party",,,"Rassadorn Party",,"THA"
"Thailand","#7640060","Thais United National Development Party",,,"Thais United National Development Party","Thais United National Development Party was founded in 2007 after the merger between the Thai United and the National Development Party.","THA"
"Thailand","#7649990","No Vote",,,"No Vote","No Vote does not imply that a respondent did not turn out to vote. Rather, it means that the respondent chose to cast a 'no' vote, which is an option on the ballot.","THA"
"Turkey","#7920001","Justice and Development Party (AKP)","AKP",,"Justice and Development Party",,"TUR"
"Turkey","#7920002","Republican People's Party (CHP)","CHP",,"Republican People's Party",,"TUR"
"Turkey","#7920003","Nationalist Action Party (MHP)","MHP",,"Nationalist Action Party",,"TUR"
"Turkey","#7920004","Peoples' Democratic Party (HDP)","HDP",,"Peoples' Democratic Party","Peoples' Democratic Party (HDP) was founded in 2012 and established by the People's Democratic Congress (HDK), a union of several left-wing political groups that jointly fielded independent candidates in the 2011 Turkish elections.","TUR"
"Turkey","#7920005","Felicity Party (SP)","SP",,"Felicity Party",,"TUR"
"Turkey","#7920006","Patriotic Party (VP)","VP",,"Patriotic Party",,"TUR"
"Turkey","#7920009","People's Voice Party (HSP)","HSP",,"People's Voice Party",,"TUR"
"Turkey","#7920010","Young Party (GP)","GP",,"Young Party",,"TUR"
"Turkey","#7920011","Anatolia Party (AnaParti)","AnaParti",,"Anatolia Party",,"TUR"
"Turkey","#7920012","Democratic Left Party (DSP)","DSP",,"Democratic Left Party",,"TUR"
"Turkey","#7920013","Democratic Party (DP)","DP",,"Democratic Party",,"TUR"
"Turkey","#7920014","Free Cause Party (Hueda-Par)","Hueda-Par",,"Free Cause Party",,"TUR"
"Turkey","#7920015","Great Union Party (BBP)","BBP",,"Great Union Party",,"TUR"
"Turkey","#7920016","Peace and Democratic Party (BDP)","BDP",,"Peace and Democratic Party","Peace and Democratic Party (BDP) joined the Peoples' Democratic Party (HDP) in 2014 on the national level, and was closely related to the HDP before. The BDP remained active only at the local and regional level.","TUR"
"Ukraine","#8040010","Communist Party of Ukraine",,,"Communist Party of Ukraine",,"UKR"
"Ukraine","#8040011","People's Ruks of Ukraine",,,"People's Ruks of Ukraine",,"UKR"
"Ukraine","#8040012","Socialist Party of Ukraine",,,"Socialist Party of Ukraine",,"UKR"
"Ukraine","#8040013","Peasants Party of Ukraine",,,"Peasants Party of Ukraine",,"UKR"
"Ukraine","#8040014","Party of Greens of Ukraine",,,"Party of Greens of Ukraine",,"UKR"
"Ukraine","#8040015","People's-Democratic Party",,,"People's-Democratic Party",,"UKR"
"Ukraine","#8040016","All-Ukraine Association ""Gromada""",,,"All-Ukraine Association ""Gromada""",,"UKR"
"Ukraine","#8040017","Progressive Socialist Party",,,"Progressive Socialist Party",,"UKR"
"Ukraine","#8040018","Social-Democratic Party",,,"Social-Democratic Party",,"UKR"
"Ukraine","#8040019","Agrarian Party of Ukraine",,,"Agrarian Party of Ukraine",,"UKR"
"Ukraine","#8040020","""Reforms and Order""",,,"""Reforms and Order""",,"UKR"
"Ukraine","#8040021","Citizen's Congress of Ukraine",,,"Citizen's Congress of Ukraine",,"UKR"
"Ukraine","#8040022","Ukrainian Party of Justice",,,"Ukrainian Party of Justice",,"UKR"
"Ukraine","#8040023","Congress of Ukrainian Nationalists",,,"Congress of Ukrainian Nationalists",,"UKR"
"Ukraine","#8040024","Ukrainian Conservative Republican",,,"Ukrainian Conservative Republican",,"UKR"
"Ukraine","#8040025","Ukrainian Republican Party",,,"Ukrainian Republican Party",,"UKR"
"Ukraine","#8040026","Liberal Party of Ukraine",,,"Liberal Party of Ukraine",,"UKR"
"Ukraine","#8040027","Labor Party of Ukraine",,,"Labor Party of Ukraine",,"UKR"
"Ukraine","#8040028","Christian-People's Union",,,"Christian-People's Union",,"UKR"
"Ukraine","#8040029","Ukrainian Christian-Democratic",,,"Ukrainian Christian-Democratic",,"UKR"
"Ukraine","#8040030","Christian-Democratic Party",,,"Christian-Democratic Party",,"UKR"
"Ukraine","#8040031","Democratic Party of Ukraine",,,"Democratic Party of Ukraine",,"UKR"
"Ukraine","#8040032","Party of Economic Revival",,,"Party of Economic Revival",,"UKR"
"Ukraine","#8040033","Party of National-Economic Development",,,"Party of National-Economic Development",,"UKR"
"Ukraine","#8040034","""Union""",,,"""Union""",,"UKR"
"Ukraine","#8040035","""Inter-Regional Block of Reforms""",,,"""Inter-Regional Block of Reforms""",,"UKR"
"Ukraine","#8040036","""Region Revival of Ukraine""",,,"""Region Revival of Ukraine""",,"UKR"
"Ukraine","#8040037","All-Ukrainian Party of Workers",,,"All-Ukrainian Party of Workers",,"UKR"
"Ukraine","#8040038","All-Ukrainian Party ""Female Initiatives""",,,"All-Ukrainian Party ""Female Initiatives""",,"UKR"
"Ukraine","#8040039","Republican Christian Party",,,"Republican Christian Party",,"UKR"
"Ukraine","#8040040","Party ""Ukrainian National Assembly""",,,"Party ""Ukrainian National Assembly""",,"UKR"
"Ukraine","#8040041","Social-Democratic Party",,,"Social-Democratic Party",,"UKR"
"Ukraine","#8040042","Party of Fatherland's Defenders",,,"Party of Fatherland's Defenders",,"UKR"
"Ukraine","#8040043","Party of Spiritual, Economical",,,"Party of Spiritual, Economical",,"UKR"
"Ukraine","#8040044","Party of Muslims of Ukraine",,,"Party of Muslims of Ukraine",,"UKR"
"Ukraine","#8040045","Social-National Party",,,"Social-National Party",,"UKR"
"Ukraine","#8040046","State Independence of Ukraine",,,"State Independence of Ukraine",,"UKR"
"Ukraine","#8040047","Liberal Democratic Party",,,"Liberal Democratic Party",,"UKR"
"Ukraine","#8040048","Ukrainian Peasant Democratic",,,"Ukrainian Peasant Democratic",,"UKR"
"Ukraine","#8040049","Constitutional-Democratic Party",,,"Constitutional-Democratic Party",,"UKR"
"Ukraine","#8040050","Electoral Block of Socialist Party of Ukraine",,,"Electoral Block of Socialist Party of Ukraine",,"UKR"
"Ukraine","#8040051","Electoral Block ""Labor Party""",,,"Electoral Block ""Labor Party""",,"UKR"
"Ukraine","#8040052","Electoral block of Parties ""National Front""",,,"Electoral block of Parties ""National Front""",,"UKR"
"Ukraine","#8040053","Electoral Block ""Labor Ukraine""",,,"Electoral Block ""Labor Ukraine""",,"UKR"
