"ctr_n","ctr","pty_n","pty","yr_first","yr_last","pv1_share_max","pv1_share_max_yr","n_election","ctr_pty","abbr","name","name_english","name_other","comment","country"
"Switzerland",756,"freiheitspartei der schweiz",8,1995,1995,4,1995,1,756000008,"AUTO","Freiheitspartei der Schweiz","Swiss Freedom Party","","","CHE"
"Switzerland",756,"grün-alternativ",10,1987,1995,2.4,1987,3,756000010,"GA","Grün-Alternativ","Green Alternative","","","CHE"
"Switzerland",756,"grüne partei der schweiz",11,1983,1995,6.1,1991,4,756000011,"G","Grüne Partei der Schweiz","Swiss Green Party","","","CHE"
"Switzerland",756,"gruppe der demokraten",12,1848,1928,14.6,1869,28,756000012,"DEM","Gruppe der Demokraten","Democratic Group","","","CHE"
"Switzerland",756,"grütlianer",13,1919,1922,2.8,1919,2,756000013,"GRU","Grütlianer","Gruetli Union","","","CHE"
"Switzerland",756,"katholische konservative",15,1848,1911,28.4,1887,22,756000015,"CC","Katholische Konservative","Catholic Conservatives","","","CHE"
"Switzerland",756,"kommunistische partei der schweiz",16,1922,1939,2.6,1939,6,756000016,"K","Kommunistische Partei der Schweiz","Swiss Communist Party","","","CHE"
"Switzerland",756,"konservativ-christlich soziale partei",17,1959,1967,23.3,1963,3,756000017,"CC","Konservativ-Christlich Soziale Partei","Conservative Christian Social Party","","","CHE"
"Switzerland",756,"landesring der unabhängigen",18,1935,1995,9.2,1967,16,756000018,"LU","Landesring der Unabhängigen","Independents' Alliance","","","CHE"
"Switzerland",756,"liberal-demokratische partei",20,1914,1959,7.4,1914,14,756000020,"L","Liberal-Demokratische Partei","Liberal Democratic Party","","","CHE"
"Switzerland",756,"liberal-demokratische union der schweiz",21,1963,1975,2.4,1967,4,756000021,"L","Liberal-Demokratische Union der Schweiz","Swiss Liberal-Democratic Union","","","CHE"
"Switzerland",756,"liberale partei der schweiz",22,1979,1995,3,1991,5,756000022,"L","Liberale Partei der Schweiz","Swiss Liberal Party","","","CHE"
"Switzerland",756,"liberal-konservative",23,1848,1911,28.2,1866,22,756000023,"L","Liberal-Konservative","Liberal Conservatives","","","CHE"
"Switzerland",756,"nationale aktion gegen die Überfremdung von volk und heimat",24,1971,1987,3.2,1971,3,756000024,,"Nationale Aktion gegen die Überfremdung von Volk und Heimat","National Action against the Infiltration of People and Homeland","","","CHE"
"Switzerland",756,"partei der arbeit der schweiz",25,1947,1995,5.2,1947,13,756000025,"K","Partei der Arbeit der Schweiz","Swiss Labour Party","","","CHE"
"Switzerland",756,"progressive organisationen der schweiz",27,1983,1991,2.2,1983,3,756000027,"POCH","Progressive Organisationen der Schweiz","Swiss Progress Organizations","","","CHE"
"Switzerland",756,"republikanische bewegung",29,1971,1987,4.1,1971,3,756000029,"REP","Republikanische Bewegung","Republican Movement","","","CHE"
"Switzerland",756,"schweizer demokraten",30,1991,1995,3.4,1991,2,756000030,,"Schweizer Demokraten","Swiss Democrats","","","CHE"
"Switzerland",756,"schweizerische bauern-, gewerbe- und bürgerpartei",31,1919,1967,16.1,1922,14,756000031,"A","Schweizerische Bauern-, Gewerbe- und Bürgerpartei","Swiss Farmers, Artisans and Bourgeois Party","","","CHE"
"Switzerland",756,"schweizerische christlich demokratische volkspartei",32,1971,1995,20.7,1979,7,756000032,"CC","Schweizerische Christlich Demokratische Volkspartei","Swiss Christian Democratic People's Party","","","CHE"
"Switzerland",756,"schweizerische evangelische volkspartei",33,1959,1983,2.2,1971,6,756000033,"EV","Schweizerische Evangelische Volkspartei","Swiss Protestant People's Party","","","CHE"
"Switzerland",756,"schweizerische freisinnig-demokratische partei",34,1848,1995,60.6,1857,45,756000034,"R","Schweizerische Freisinnig-Demokratische Partei","Swiss Radical-Democratic Party","","","CHE"
"Switzerland",756,"schweizerische konservative volkspartei",35,1914,1955,23.2,1955,13,756000035,"CC","Schweizerische Konservative Volkspartei","Swiss Conservative People's Party","","","CHE"
"Switzerland",756,"schweizerische volkspartei",36,1971,1995,14.9,1995,7,756000036,"DEM","Schweizerische Volkspartei","Swiss People's Party of the Centre","","","CHE"
"Switzerland",756,"sozialdemokratische partei der schweiz",37,1887,1995,31.8,1917,32,756000037,"S","Sozialdemokratische Partei der Schweiz","Swiss Social Democratic Party","","","CHE"
"Switzerland",756,"sozialpolitische gruppe",38,1931,1967,3.4,1943,10,756000038,"DEM","Sozialpolitische Gruppe","Social Political Group","","","CHE"
"Thailand",764,"chart pattana",5,1992,1992,15.9,1992,1,764000005,"","CHART PATTANA","National Development","","","THA"
"Thailand",764,"chart prachachon",6,1979,1979,4.4,1979,1,764000006,"","CHART PRACHACHON","People's Nation","","","THA"
"Thailand",764,"chart prachathippatai",7,1983,1986,7.3,1983,2,764000007,"","CHART PRACHATHIPPATAI","National Democrat","","","THA"
"Thailand",764,"chart thai",9,1975,1992,19.4,1988,8,764000009,"","CHART THAI","Thai Nation","","","THA"
"Thailand",764,"ekaphap",11,1992,1992,2.9,1992,2,764000011,"","EKAPHAP","Solidarity","","","THA"
"Thailand",764,"issara",13,1979,1983,19.6,1983,2,764000013,"","ISSARA","","","","THA"
"Thailand",764,"kaona",16,1983,1988,5.1,1986,3,764000016,"","KAONA","Progressive (in 1983-1988)","","","THA"
"Thailand",764,"kaset sangkhom",17,1975,1979,7.1,1975,3,764000017,"","KASET SANGKHOM","Social Agrarian","","","THA"
"Thailand",764,"khwamwang mai",23,1992,1992,22.3,1992,2,764000023,"","KHWAMWANG MAI","NEW ASPIRATION PARTY","","","THA"
"Thailand",764,"kit prachakhom",27,1986,1988,6.1,1986,2,764000027,"","KIT PRACHAKHOM","COMMUNITY ACTION PARTY","","","THA"
"Thailand",764,"kit sangkhom",28,1975,1992,24,1979,8,764000028,"","KIT SANGKHOM","SOCIAL ACTION PARTY","","","THA"
"Thailand",764,"muan chon",35,1986,1992,2,1986,4,764000035,"","MUAN CHON","Mass","","","THA"
"Thailand",764,"naew ruam sangkhomniyom",38,1975,1976,4.2,1975,2,764000038,"","NAEW RUAM SANGKHOMNIYOM","Socialist Front","","","THA"
"Thailand",764,"new siam",43,1969,1969,2.2,1969,1,764000043,"","NEW SIAM","","","","THA"
"Thailand",764,"palang mai",47,1975,1986,7.1,1976,5,764000047,"","PALANG MAI","New Force","","","THA"
"Thailand",764,"palang prachachon",48,1975,1976,3.7,1976,2,764000048,"","PALANG PRACHACHON","People's Force (1)","","","THA"
"Thailand",764,"palangtham",54,1988,1992,18.2,1992,3,764000054,"","PALANGTHAM","Force of Virtue","","","THA"
"Thailand",764,"prachachon",63,1988,1988,6,1988,1,764000063,"","PRACHACHON","People Party (in 1988)","","","THA"
"Thailand",764,"prachacornthai",66,1979,1992,8.5,1983,6,764000066,"","PRACHACORNTHAI","Thai Citizen","","","THA"
"Thailand",764,"prachathipat",72,1969,1992,51.9,1969,9,764000072,"","PRACHATHIPAT","DEMOCRAT","","","THA"
"Thailand",764,"puangchon chao thai",75,1983,1992,8,1988,4,764000075,"","PUANGCHON CHAO THAI","Thai People","","","THA"
"Thailand",764,"rassadorn",80,1975,1992,7.4,1986,6,764000080,"","RASSADORN","People","","","THA"
"Thailand",764,"ruam thai",84,1979,1988,10.1,1988,3,764000084,"","RUAM THAI","United Thai","","","THA"
"Thailand",764,"saha prachathai",87,1969,1969,35.9,1969,1,764000087,"","SAHA PRACHATHAI","United Thai","","","THA"
"Thailand",764,"saha prachathippatai",88,1986,1992,9.9,1986,3,764000088,"","SAHA PRACHATHIPPATAI","United Democrat","","","THA"
"Thailand",764,"samakkidhamma",89,1992,1992,19.3,1992,1,764000089,"","SAMAKKIDHAMMA","Justice Unity","","","THA"
"Thailand",764,"sangkhom chartniyom",92,1975,1976,8.5,1975,2,764000092,"","SANGKHOM CHARTNIYOM","Social Nationalist","","","THA"
"Thailand",764,"sangkhomniyom haeng prathet thai",98,1975,1976,3,1975,2,764000098,"","SANGKHOMNIYOM HAENG PRATHET THAI","SOCIALIST PARTY OF THAILAND","","","THA"
"Thailand",764,"santichon",99,1975,1976,2,1975,2,764000099,"","SANTICHON","Peaceful People's Party","","","THA"
"Thailand",764,"seritham",104,1979,1992,4,1979,2,764000104,"","SERITHAM","Liberal","","","THA"
"Thailand",764,"siam prachathippatai",110,1975,1983,5.1,1983,2,764000110,"","SIAM PRACHATHIPPATAI","Siam Democrat","","","THA"
"Thailand",764,"tham sangkhom",121,1975,1979,17.9,1975,3,764000121,"","THAM SANGKHOM","","","","THA"
"Togo",768,"Action Committee for Renewal",1,2007,2007,8.4,2007,1,768000001,"","Comité d'Action pour la Renouveau","Action Committee for Renewal","","","TGO"
"Togo",768,"Rainbow Coalition",22,2013,2013,6.8,2013,1,768000022,"","Coalition Arc-en-Ciel","Rainbow Coalition","","","TGO"
"Togo",768,"Rally of the Togolese People",23,2007,2007,40.2,2007,1,768000023,"","Rassemblement du Peuple Togolais","Rally of the Togolese People","","","TGO"
"Togo",768,"Save Togo Group",25,2013,2013,32.4,2013,1,768000025,"","Collectif Sauvons le Togo","Save Togo Group","","","TGO"
"Togo",768,"Union for the Republic",31,2013,2013,57.3,2013,1,768000031,"","Union pour la République","Union for the Republic","","","TGO"
"Togo",768,"Union of Forces for Change",32,2007,2013,37.8,2007,2,768000032,"","Union des Forces du Changement","Union of Forces for Change","","","TGO"
"Trinidad and Tobago",780,"Congress of the People",2,2007,2010,22.7,2007,2,780000002,"","Congress of the People","","","","TTO"
"Trinidad and Tobago",780,"National Alliance for Reconstruction",7,1991,2002,24.5,1991,5,780000007,"","National Alliance for Reconstruction","","","","TTO"
"Trinidad and Tobago",780,"People's National Movement",14,1991,2010,50.9,2002,7,780000014,"","People’s National Movement","","","","TTO"
"Trinidad and Tobago",780,"Team Unity",15,2001,2001,2.5,2001,1,780000015,"","Team Unity","","","","TTO"
"Trinidad and Tobago",780,"Tobago Organization of the People",18,2010,2010,2.1,2010,1,780000018,"","Tobago Organization of the People","","","","TTO"
"Trinidad and Tobago",780,"United National Congress",20,1991,2010,51.7,2000,7,780000020,"","United National Congress","","","","TTO"
"Turkey",792,"democrat party",5,1950,2011,57.5,1954,6,792000005,"DP","Demokrat Parti","Democrat Party","","","TUR"
"Turkey",792,"democratic left party",6,1987,2011,23.2,1999,6,792000006,"DSP","Demokratik Sol Parti","Democratic Left Party","","","TUR"
"Turkey",792,"democratic party",7,1973,1977,11.9,1973,2,792000007,"DEMOKRATİK PARTİ","Demokratik Parti","Democratic Party","","","TUR"
"Turkey",792,"democratic people's party",8,2002,2002,5.8,2002,1,792000008,"DEHAP","Demokrat Halk Partisi","Democratic People's Party","","","TUR"
"Turkey",792,"felicity party",10,2002,2011,2.4,2002,3,792000010,"SAADET PARTİSİ","Saadet Partisi","Felicity Party","","","TUR"
"Turkey",792,"freedom party",12,1957,1957,3.9,1957,1,792000012,"HÜRRİYET PARTİSİ","Hürriyet Partisi","Freedom Party","","","TUR"
"Turkey",792,"justice and development party",16,2002,2011,49.3,2011,3,792000016,"AK PARTİ","Adalet ve Kalkınma Partisi","Justice and Development Party","","","TUR"
"Turkey",792,"justice party",17,1961,1977,52.9,1965,5,792000017,"AP","Adalet Partisi","Justice Party","","","TUR"
"Turkey",792,"motherland party",20,1983,2002,45.8,1983,6,792000020,"ANAP","Anavatan Partisi","Motherland Party","","","TUR"
"Turkey",792,"national party",21,1950,2011,6.3,1965,8,792000021,"MİLLET PARTİSİ","Millet Partisi","National Party","","","TUR"
"Turkey",792,"national salvation party",22,1973,1977,11.8,1973,2,792000022,"MSP","Milli Selamet Partisi","National Salvation Party","","","TUR"
"Turkey",792,"nationalist democracy party",24,1983,1983,23,1983,1,792000024,"MDP","Milliyetçi Demokrasi Partisi","Nationalist Democracy Party","","","TUR"
"Turkey",792,"nationalist movement party",25,1969,2011,17.7,1999,8,792000025,"MHP","Milliyetçi Hareket Partisi","Nationalist Movement Party","","","TUR"
"Turkey",792,"nationalist work party",26,1987,1987,2.8,1987,1,792000026,"MÇP","Milliyetçi Çalışma Partisi","Nationalist Work Party","","","TUR"
"Turkey",792,"new turkey party",29,1961,2002,13.7,1961,4,792000029,"YTP","Yeni Türkiye Partisi (2002)","New Turkey Party","","","TUR"
"Turkey",792,"people's democracy party",33,1995,1999,4.4,1999,2,792000033,"HADEP","Halkın Demokrasi Partisi","People's Democracy Party","","","TUR"
"Turkey",792,"people's party",34,1983,1983,30.1,1983,1,792000034,"HP","Halkçı Parti","People's Party","","","TUR"
"Turkey",792,"republican nation party",38,1954,1957,7.1,1957,2,792000038,"CMP","Cumhuriyetçi Millet Partisi","Republican Nation Party","","","TUR"
"Turkey",792,"republican peasant's nation party",39,1961,1965,14,1961,2,792000039,"CKMP","Cumhuriyetçi Köylü Millet Partisi","Republican Peasant's Nation Party","","","TUR"
"Turkey",792,"republican people's party",40,1950,2011,41.4,1977,13,792000040,"CHP","Cumhuriyet Halk Partisi","Republican People's Party","","","TUR"
"Turkey",792,"republican trust party",41,1973,1977,5.3,1973,2,792000041,"CGP","Cumhuriyetçi Güven Partisi","Republican Trust Party","","","TUR"
"Turkey",792,"social democratic people's party",43,1987,1991,25.4,1987,2,792000043,"SHP","Sosyaldemokrat Halk Partisi","Social Democratic People's Party","","","TUR"
"Turkey",792,"true path party",46,1987,2011,27.4,1991,6,792000046,"DYP","Doğru Yol Partisi","True Path Party","","","TUR"
"Turkey",792,"turkey union party",47,1965,1977,3,1965,4,792000047,"TBP","Türkiye Birlik Partisi","Turkey Union Party","","","TUR"
"Turkey",792,"trust party",48,1969,1969,6.6,1969,1,792000048,"GP","Güven Partisi","Trust Party","","","TUR"
"Turkey",792,"union party",49,1969,1969,2.8,1969,1,792000049,"BİRLİK PARTİSİ","Birlik Partisi","Union Party","","","TUR"
"Turkey",792,"virtue party",50,1999,1999,15.3,1999,1,792000050,"FP","Fazilet Partisi","Virtue Party","","","TUR"
"Turkey",792,"welfare party",51,1987,1995,21,1995,3,792000051,"RP","Refah Partisi","Welfare Party","","","TUR"
"Turkey",792,"youth party",54,2002,2007,7.8,2002,2,792000054,"GENÇ PARTİ","Genç Parti","Youth Party","","","TUR"
"Turks and Caicos Islands",796,"People’s Democratic Movement",1,2007,2012,50.9,2012,2,796000001,"","People’s Democratic Movement","","","","TCA"
"Turks and Caicos Islands",796,"Progressive National Party",3,2007,2012,60.8,2007,2,796000003,"","Progressive National Party","","","","TCA"
"Ukraine",804,"Communist Party of Ukraine",5,1998,1998,12.8,1998,1,804000005,"","Communist Party of Ukraine","","","","UKR"
"Ukraine",804,"Hromada",7,1998,1998,2.4,1998,1,804000007,"","Hromada","","","","UKR"
"Ukraine",804,"Party of Greens of Ukraine",10,1998,1998,2.8,1998,1,804000010,"","Party of Greens of Ukraine","","","","UKR"
"Ukraine",804,"People's Democratic Party",15,1998,1998,2.6,1998,1,804000015,"","People’s Democratic Party","","","","UKR"
"Ukraine",804,"People's Movement of Ukraine",16,1998,1998,4.9,1998,1,804000016,"","People’s Movement of Ukraine","","","","UKR"
"Ukraine",804,"Progressive Socialist Party of Ukraine",17,1998,1998,2.1,1998,1,804000017,"","Progressive Socialist Party of Ukraine","","","","UKR"
"Ukraine",804,"Social Democratic Party of Ukraine (United)",21,1998,1998,2.1,1998,1,804000021,"","Social Democratic Party of Ukraine (United)","","","","UKR"
"Macedonia",807,"Democratic Party of the Albanians",11,2002,2011,8.3,2008,4,807000011,"","Democratic Party of the Albanians","","","","MKD"
"Macedonia",807,"Democratic Union for Integration",15,2002,2011,12.8,2008,3,807000015,"","Democratic Union for Integration","","","","MKD"
"Macedonia",807,"National Democratic Party",31,2002,2006,2.2,2002,2,807000031,"","National Democratic Party","","","","MKD"
"Macedonia",807,"National Democratic Revival",32,2011,2011,2.7,2011,1,807000032,"","National Democratic Revival","","","","MKD"
"Macedonia",807,"New Social Democratic Party",37,2006,2006,6.1,2006,1,807000037,"","New Social Democratic Party","","","","MKD"
"Macedonia",807,"Party for Democratic Prosperity",38,2002,2011,2.2,2002,3,807000038,"","Party for Democratic Prosperity","","","","MKD"
"Macedonia",807,"Social Democratic Union of Macedonia",55,2006,2011,32.8,2011,2,807000055,"","Social Democratic Union of Macedonia","","","","MKD"
"Macedonia",807,"Socialist Party of Macedonia",56,2002,2002,2.2,2002,1,807000056,"","Socialist Party of Macedonia","","","","MKD"
"Macedonia",807,"VMRO-Democratic Party for Macedonian National Unity",62,2006,2011,48.8,2008,3,807000062,"","VMRO-Democratic Party for Macedonian National Unity","","","","MKD"
"Macedonia",807,"VMRO-People’s Party",64,2006,2011,6.1,2006,2,807000064,"","VMRO-People’s Party","","","","MKD"
"UK",826,"anti-parnell nationalists",6,1892,1895,4.7,1892,2,826000006,"","Anti-Parnell nationalists","","","","GBR"
"UK",826,"conservative party",27,1832,2010,54.1,1931,45,826000027,"","Conservatives","","","","GBR"
