country,partyfacts_id,name_short,name,name_english,left_right,year_first,year_last,share,share_year,tags
SVN,3098,SMC,Stranka Mira Cerarja / Stranka modernega centra,Party of Miro Cerar / Modern Center Party,-0.1,2014,2018,34.5,2014,"tags position: centre // centre-left
tags ideology: social liberalism // liberalism // pro-europeanism
tags used: 5"
SVN,1401,SMS,Stranka mladih Slovenije,Youth Party of Slovenia,-0.3,2000,2018,4.3,2000,"tags position: centre-left
tags ideology: [ youth politics ] // green politics // social liberalism
tags used: 3"
SVN,3205,V,Verjamem,I Believe,-0.57,2014,2018,10.3,2014,"tags position: centre-left
tags ideology: social democracy // environmentalism // [ anti-austerity movement ] // euroscepticism
tags used: 4"
SVN,474,Zares,Zares,For Real,-0.18,2007,2018,9.4,2008,"tags position: centre // centre-left
tags ideology: social liberalism // pro-europeanism
tags used: 4"
SVN,3114,ZaAB / SAB,Zavezništvo Alenke Bratušek / Stranka Alenke Bratušek,Alliance of Alenka Bratusek / Party of Alenka Bratušek,-0.18,2014,2018,4.4,2014,"tags position: centre // centre-left
tags ideology: social liberalism // pro-europeanism
tags used: 4"
SVN,4714,ZdLe,Združena levica,United Left,-1.11,2014,2017,6,2014,"tags position: left-wing
tags ideology: democratic socialism // [ eco-socialism ] // [ anti-capitalism ] // euroscepticism
tags used: 3"
SVN,1494,ZS,Zeleni Slovenije,Greens of Slovenia,0.06,1990,2004,8.8,1990,"tags position: centre-right
tags ideology: green politics // social conservatism
tags used: 3"
SOM,5286,SRSP,Xisbiga Hantiwadaagga Kacaanka Soomaaliyeed,Somali Revolutionary Socialist Party,-2.17,1976,1991,100,1979,"tags position:
tags ideology: communism // marxism-leninism // [ islamic socialism ] // [ scientific socialism ] // [ somali nationalism ] // [ greater somalia ]
tags used: 2"
SOM,8444,PDP,Xisbiga Nabadda Iyo Horumarka,Peace and Development Party,0.88,2011,2018,,,"tags position:
tags ideology: [ islam and democracy ] // conservatism // economic liberalism
tags used: 2"
SML,4109,PUDP,"Kulmiye Nabad, Midnimo Iyo Horumar Iyo","Peace, Unity, and Development Party",-0.19,2005,2018,34.1,2005,"tags position: centre // centre-left
tags ideology: social liberalism
tags used: 3"
SML,4110,UCID,Ururka Caddaalada Iyo Daryeelka,For Justice and Development,-0.56,2005,2018,26.9,2005,"tags position: centre-left
tags ideology: social democracy // nationalism
tags used: 3"
SML,4108,UDUB,Ururka Dimuqraadiga Ummadda Bahawday,"For Unity, Democracy, and Independence",0.16,2001,2010,26.9,2005,"tags position: centre
tags ideology: nationalism // [ islam and democracy ]
tags used: 2"
ZAF,6186,ACDP,African Christian Democratic Party,African Christian Democratic Party,0.87,1993,2018,1.4,1999,"tags position: centre-right // right-wing
tags ideology: christian democracy // social conservatism // [ christian right ]
tags used: 4"
ZAF,1219,ANC,African National Congress,African National Congress,-0.61,1912,2018,69.7,2004,"tags position: centre-left
tags ideology: [ african nationalism ] // social democracy
tags used: 2"
ZAF,8698,AZAPO,Azanian People's Organisation,Azanian People's Organisation,-1.45,2004,2008,0.2,2005,"tags position: left-wing // far-left
tags ideology: socialism
tags used: 3"
ZAF,4546,COPE,Congress of the People,Congress of the People,-0.37,2008,2018,7.4,2009,"tags position: centre-left
tags ideology: social democracy // social liberalism // progressivism
tags used: 4"
ZAF,1609,CP,Conservative Party,Conservative Party,1.68,1982,2004,31.5,1989,"tags position: far-right
tags ideology: social conservatism // national conservatism // economic liberalism // [ afrikaner nationalism ] // [ apartheid ] // [ white supremacy ] // [ scientific racism ]
tags used: 4"
ZAF,1038,DA,Democratic Alliance,Democratic Alliance,0.02,1990,2018,16.7,2009,"tags position: centre
tags ideology: [ liberalism in south africa ] // federalism
tags used: 2"
ZAF,4547,DP,Democratic Party,Democratic Party,0.27,1989,2000,9.6,1999,"tags position: centre-right
tags ideology: liberalism // conservative liberalism // [ internal resistance to apartheid ]
tags used: 3"
ZAF,4548,EEF,Economic Freedom Fighters,Economic Freedom Fighters,-1.58,2013,2018,6.4,2014,"tags position: left-wing // rowman & littlefield // far-left
tags ideology: marxism-leninism // [ the atlantic ] // [ sankarism ] // [ anti-capitalism ] // [ al jazeera ] // [ anti-imperialism ] // left-wing populism // [ the times of india ] // [ pan-africanism ] // [ black nationalism ] // [ ultranationalism ]
tags used: 5"
ZAF,6291,HNP,Herstigte Nasionale Party,Reconstituted National Party,1.78,1969,2018,14.4,1981,"tags position: far-right
tags ideology: [ afrikaner nationalism ] // [ apartheid ] // [ white supremacy ] // anti-communism
tags used: 2"
ZAF,6187,ID,Independent Democrats,Independent Democrats,-0.12,2003,2014,1.7,2004,"tags position: centre
tags ideology: social liberalism // populism
tags used: 3"
ZAF,1630,IFP,Inkatha Freedom Party,Inkatha Freedom Party,1,1975,2018,10.5,1994,"tags position: right-wing
tags ideology: conservatism // economic liberalism // anti-communism // federalism // [ constitutional monarchy ] // regionalism
tags used: 6"
ZAF,5197,Labour,Labour Party,Labour Party,-0.78,1910,1958,15.7,1920,"tags position: centre-left
tags ideology: social democracy // democratic socialism
tags used: 3"
ZAF,8677,Labour,Labour Party,Labour Party (1969),-0.85,1969,1994,95,1984,"tags position: centre-left // left-wing
tags ideology: [ coloureds ] // [ internal resistance to apartheid ] // [ labour movement ]
tags used: 2"
ZAF,1289,NP,Nasionale Party,National Party,1.02,1915,1997,64.8,1977,"tags position: right-wing // far-right // centre-right
tags ideology: [ afrikaner nationalism ] // [ ethnic party ] // conservatism // republicanism // [ apartheid ] // anti-communism // national conservatism // social conservatism // [ white supremacy ] // [ scientific racism ] // civic nationalism // nationalism // conservative liberalism // christian democracy
tags used: 12"
ZAF,5731,NNP,New National Party,New National Party,0.65,1997,2005,7,1999,"tags position: centre-right
tags ideology: nationalism // civic nationalism // conservatism // christian democracy
tags used: 5"
ZAF,5734,NRP,New Republic Party,New Republic Party,1.06,1977,1988,6.1,1977,"tags position: right-wing
tags ideology: conservatism // [ commonwealth of nations ]
tags used: 2"
ZAF,1592,PAC,Pan Africanist Congress,Pan Africanist Congress,-0.85,1959,2018,1.2,1994,"tags position: centre-left // left-wing
tags ideology: [ black nationalism ] // [ pan-africanism ] // [ african socialism ]
tags used: 2"
ZAF,5255,PFP,Progressiewe Federale Party,Progressive Federal Party,-0.05,1977,1989,15.8,1981,"tags position: centre-left
tags ideology: liberalism // [ liberalism in south africa ] // [ internal resistance to apartheid ]
tags used: 2"
ZAF,1368,SACP,South African Communist Party,South African Communist Party,-2.24,1990,2018,,,"tags position: far-left
tags ideology: communism // marxism-leninism
tags used: 3"
ZAF,5251,SAP,South African Party,South African Party,0.77,1910,1934,57.5,1921,"tags position: right-wing
tags ideology: liberal conservatism // [ white nationalism ] // [ afrikaners ] // [ minority interest ]
tags used: 2"
ZAF,5542,UDM,United Democratic Movement,United Democratic Movement,-0.62,1997,2014,1,1999,"tags position: centre-left
tags ideology: social democracy
tags used: 2"
ZAF,5254,UP,United Party,United Party,1.08,1934,1977,80.7,1937,"tags position: right-wing
tags ideology: conservatism // [ commonwealth of nations ] // monarchism // [ coloureds ]
tags used: 3"
ZAF,6041,VF+,Vryheidsfront Plus,Freedom Front Plus,1.17,1994,2018,2.2,1994,"tags position: right-wing
tags ideology: [ afrikaners ] // christian democracy // [ coloureds ] // economic liberalism // national conservatism // social conservatism
tags used: 5"
ESP,2413,AR,Acción Republicana,Republican Action,-0.23,1925,1934,1.1,1933,"tags position: centre-left
tags ideology: [ republicanism in spain ] // social liberalism // [ decentralization ]
tags used: 2"
ESP,8262,AUN,Acuerdo de Unidad Nacionalista,Agreement of Nationalist Unity,0.17,2006,2018,0.6,2011,"tags position: centre // centre-right
tags ideology: regionalism // [ canarian nationalism ] // liberalism // federalism
tags used: 5"
ESP,841,ARM,Agrupación Ruiz-Mateos,Ruiz-Mateos List,1.44,1989,1995,1.1,1989,"tags position: right-wing
tags ideology: right-wing populism
tags used: 2"
ESP,8271,AlV,A la valenciana,Valencian style,-0.9,2016,2016,2.7,2016,"tags position: left-wing
tags ideology: progressivism // [ valencianism ] // environmentalism
tags used: 3"
ESP,441,AP/PP,Alianza-Partido Popular / Partido Popular,People's Alliance-Party / People's Party,0.66,1976,2018,45.2,2000,"tags position: centre-right // el país // right-wing
tags ideology: liberal conservatism // conservative liberalism // christian democracy // [ spanish nationalism ]
tags used: 6"
ESP,1671,A,Amaiur,Amaiur,-1.32,2011,2016,1.4,2011,"tags position: left-wing
tags ideology: [ basque nationalism ] // left-wing nationalism // [ abertzale left ] // socialism
tags used: 3"
ESP,1011,BNG,Bloque Nacionalista Galego,Galician Nationalist Block,-1.29,1982,2018,1.3,2000,"tags position: left-wing
tags ideology: [ galician nationalism ] // socialism // left-wing nationalism // [ eco-nationalism ] // [ el país ] // [ republicanism in spain ] // [ feminism ] // [ pacifism ] // euroscepticism
tags used: 4"
ESP,8357,CUP,Candidatura d'Unitat Popular,Popular Unity Candidacy,-1.43,1991,2018,1,2019,"tags position: left-wing // far-left
tags ideology: [ catalan independence movement ] // socialism // [ feminism ] // [ direct democracy ] // [ anti-capitalism ] // euroscepticism // [ el país ]
tags used: 4"
ESP,1248,CDS,Centró Democrático y Social,Democratic and Social Centre,0.03,1982,1994,9.3,1986,"tags position: centre // centre-right
tags ideology: [ centre ] // liberalism // social liberalism // christian democracy
tags used: 5"
ESP,1564,CA,Chunta Aragonesista,Aragonese Council,-1.13,1986,2018,0.4,2004,"tags position: left-wing
tags ideology: [ eco-socialism ] // [ republicanism in spain ] // federalism
tags used: 2"
ESP,6783,C/CC,Ciervistas / Conservadores Ciervistas,Ciervists / Ciervist Conservatives,1.08,1914,1931,5.9,1918,"tags position: right-wing
tags ideology: conservatism // monarchism
tags used: 3"
ESP,3217,C,Ciudadanos — Partido de la Ciudadanía,Citizens — Party of the Citizenry,0.21,2005,2018,13.9,2015,"tags position: centre-right
tags ideology: liberalism // [ spanish nationalism ]
tags used: 2"
ESP,5623,CC,Coalició Compromís,Commitment Coalition,-1.1,2010,2018,2.7,2015,"tags position: left-wing
tags ideology: [ valencianism ] // [ eco-socialism ] // green politics // [ republicanism in spain ] // left-wing nationalism
tags used: 3"
ESP,81,CC,Coalición Canaria,Canary Coalition,0.29,1993,2018,1.1,2000,"tags position: centre // european social survey // centre-right
tags ideology: [ canarian nationalism ] // regionalism
tags used: 4"
ESP,984,EDC,Coalición Electoral Equipo de la Democracia Cristiana,Electoral Coalition of Christian Democratic Team,0.21,1973,1977,1.2,1977,"tags position: centre
tags ideology: christian democracy // federalism
tags used: 3"
ESP,8651,GC,Coalición Galega,Galician Coalition,0.15,1986,2010,0.3,1986,"tags position: centre
tags ideology: [ galician nationalism ] // liberalism // christian democracy // [ confederation ]
tags used: 3"
ESP,8814,CP,Coalición Popular,People's Coalition,0.7,1982,1987,26,1986,"tags position: centre-right
tags ideology: conservatism // christian democracy
tags used: 3"
ESP,4598,CEDA,Confederacion Espanola de Derechas Autonomas,National Action,1.24,1933,1937,24.3,1933,"tags position: right-wing
tags ideology: conservatism // [ catholic church and politics ] // [ spanish nationalism ] // national conservatism // [ corporatism ] // [ authoritarianism ]
tags used: 3"
ESP,6779,CR—S,Conjunción Republicano—Socialista,Republican—Socialist Conjunction,-0.98,1909,1919,10.3,1910,"tags position: centre-left // left-wing
tags ideology: [ republicanism in spain ] // progressivism // federalism // [ radical politics ] // socialism
tags used: 5"
ESP,6781,CM/PM,Conservadores Mauristas / Partido Maurista,Maurist Conservatives / Maurist Party,0.91,1913,1923,25.4,1919,"tags position:
tags ideology: conservatism // monarchism
tags used: 2"
ESP,4795,CDC,Convergència Democràtica de Catalunya,Democratic Convergence of Catalonia,0.12,1974,2016,2.2,2015,"tags position: centre-right
tags ideology: [ catalan independence movement ] // [ catalan nationalism ] // liberalism // conservatism // conservative liberalism // social democracy
tags used: 5"
ESP,139,CiU,Convergència i Unió,Convergence and Unity,0.11,1977,2015,5.1,1989,"tags position: centre // centre-right
tags ideology: [ catalan nationalism ] // [ centre ] // populism // christian democracy // liberalism // conservatism // [ catalan independence movement ] // social democracy
tags used: 7"
ESP,4595,DLR,Derecha Liberal Republicana,Liberal Republican Right,0.51,1930,1936,3,1931,"tags position: centre-right
tags ideology: republicanism // liberal conservatism
tags used: 3"
ESP,8031,ECP,En Comú Podem,In Common We Can,-0.94,2015,2018,3.7,2015,"tags position: left-wing
tags ideology: [ eco-socialism ] // green politics // democratic socialism // regionalism // [ feminism ]
tags used: 4"
ESP,5873,EM,En Marea,In Tide,-1.07,2015,2018,1.6,2015,"tags position: left-wing
tags ideology: democratic socialism // environmentalism // [ participatory democracy ] // [ galician nationalism ] // federalism
tags used: 4"
ESP,8637,Equo,Equo,Equo,-0.81,2011,2018,1.5,2019,"tags position: centre-left // left-wing
tags ideology: green politics // [ eco-socialism ] // [ ecofeminism ]
tags used: 3"
ESP,8032,EEM,És el moment,It is time / Compromís — Podemos — És el moment,-0.91,2015,2016,2.7,2015,"tags position: left-wing
tags ideology: progressivism // [ valencianism ] // environmentalism
tags used: 3"
ESP,848,ERC,Esquerra Republicana de Catalunya,Republican Left of Catalonia,-0.64,1931,2018,2.6,2004,"tags position: centre-left
tags ideology: [ catalan nationalism ] // [ catalan independence movement ] // [ eco-nationalism ] // left-wing nationalism // republicanism // social democracy // [ cambridge university press ] // federalism // regionalism // big tent
tags used: 7"
ESP,5668,EHBildu,Euskal Herria Bildu / Reunir Euskal Herria,Basque Country Unite,-0.99,2011,2018,0.9,2015,"tags position: centre-left // far-left
tags ideology: [ basque nationalism ] // progressivism // social democracy // democratic socialism // left-wing nationalism // [ abertzale left ]
tags used: 6"
ESP,1324,EA,Eusko Alkartasuna,Basque Solidarity,-0.61,1986,2018,0.7,1989,"tags position: centre-left
tags ideology: [ basque nationalism ] // social democracy // [ pacifism ]
tags used: 2"
ESP,1326,EE,Euzkadiko Ezkerra,Basque Left,-1.29,1977,1989,0.5,1986,"tags position: left-wing
tags ideology: socialism // [ basque nationalism ]
tags used: 2"
ESP,5778,FET,Falange Española Tradicionalista y de las Juntas de Ofensiva Nacional Sindicalista,Traditionalist Spanish Phalanx of the Committees of the National Syndicalist Offensive,0.57,1937,1977,,,"tags position: far-right
tags ideology: [ fascism ] // [ francoist spain ] // [ falangism ] // [ spanish nationalism ] // [ national syndicalism ] // national conservatism // social conservatism // [ traditionalism (spain) ] // [ national catholicism ] // [ anti-masonry ] // [ totalitarianism ] // liberalism // anti-communism
tags used: 5"
ESP,8358,GB,Geroa Bai,Yes to the Future,-0.12,2011,2018,0.2,2011,"tags position: centre-left // centre-right // centre
tags ideology: [ basque nationalism ] // progressivism // regionalism // [ european values ] // social democracy // environmentalism // christian democracy // conservative liberalism
tags used: 9"
