country,name_short,name_english,year_first,year_last,share,share_year,party_id,partyfacts_id
GRC,KINAL,Movement for Change,2019,2019,8.1,2019,7909,7909
GTM,Vamos,Come on or Let's go,2019,2019,8,2019,7910,7910
GTM,Semilla,Seed Movement,2019,2019,5.2,2019,7911,7911
ISR,JL,Joint List,2015,2019,10.6,2015,7912,7912
ISR,Tkuma,National Union–Tkuma,2019,2019,,2019,7913,7913
MDV,PNC,People's National Congress,2019,2019,,2019,7914,7914
THA,PAM,Future Forward Party,2019,2019,17.8,2019,7915,7915
TUN,QT,Heart of Tunisia,2019,2019,14.6,2019,7916,7916
TUN,TD,Democratic Current,2019,2019,6.4,2019,7917,7917
TUN,HDH,Free Destourian Party,2019,2019,6.6,2019,7918,7918
UKR,SN,Servant of the People,2019,2019,43.2,2019,7921,7921
UKR,OPFL,Opposition Platform — For Life,2019,2019,13.1,2019,7922,7922
UKR,H,Voice,2019,2019,5.8,2019,7923,7923
MNG,MNPP,Mongolian National Progress Party,1990,1992,5.9,1990,7924,7924
MNG,UP,United Party,1992,1992,1.3,1992,7925,7925
TUR,YTP,New Turkey Party (1961),1961,1961,13.7,1961,7926,7926
KEN,NPK,National Party of Kenya,2002,2002,2.9,2002,7932,7932
SRB,SD,Social Democracy,2000,2000,3.6,2000,7965,7965
SRB,DHSS,Christian Democratic Party of Serbia,2000,2000,2.8,2000,7966,7966
SRB,MDS,Movement for Democratic Serbia,2000,2000,2,2000,7967,7967
KEN,NARC-K,National Rainbow Coalition – Kenya,2007,2007,1.9,2007,7970,7970
KEN,FORD-P,Forum for the Restoration of Democracy – People,2002,2007,6.7,2002,7971,7971
KEN,NFK,New Forum for the Restoration of Democracy–Kenya,2007,2007,1,2007,7972,7972
KEN,SKS,Sisi Kwa Sisi,2007,2007,1,2007,7973,7973
KEN,MGPK,Mazingira Green Party of Kenya,2007,2007,0.5,2007,7974,7974
VEN,VP,Popular Will,2015,2015,8.4,2015,7976,7976
ZWE,PDP,People's Democratic Party,2018,2018,,2018,7986,7986
ZWE,TW,Transform Zimbabwe,2018,2018,,2018,7987,7987
ZWE,ZPF,Zimbabwe People First,2018,2018,,2018,7988,7988
ZWE,MRD,Multi-Racial Democrats,2018,2018,,2018,7989,7989
NPL,RJPN,National People's Party Nepal,2017,2017,5,2017,7991,7991
LBN,AM,Azm Movement,2018,2018,3.1,2018,7992,7992
LBN,TP,Tadamun Party,2018,2018,3.1,2018,7993,7993
COG,MAR,Action Movement for Renewal,2017,2017,2.2,2017,7994,7994
RWA,PS-Imberakuri,Social Party Imberakuri,2018,2018,4.6,2018,7995,7995
RWA,PVDR,Democratic Green Party of Rwanda,2018,2018,4.6,2018,7996,7996
MYS,PPBM,Malaysian United Indigenous Party,2018,2018,6,2018,7998,7998
MYS,AMANAH / PPPM,National Trust Party / Malaysia Workers' Party,2018,2018,5.4,2018,7999,7999
MYS,BA,Alternative Front,1999,2004,,1999,8000,8000
HKG,Lib,Liberal Party,1996,2004,14.5,1996,8001,8001
HKG,HKCTU,Hong Kong Confederation of Trade Unions,2000,2000,7.3,2000,8002,8002
HKG,UDHK,United Democrats of Hong Kong,1991,1991,45.2,1991,8003,8003
HKG,MP,Meeting Point,1991,1991,7.2,1991,8004,8004
HKG,LDFHK,Liberal Democratic Federation of Hong Kong,1991,1991,5.1,1991,8005,8005
HKG,HKPA,Hong Kong Progressive Alliance,1996,1996,10.5,1996,8006,8006
HKG,BPA,Business and Professionals Alliance for Hong Kong,2016,2016,7.8,2016,8007,8007
HKG,CP,Civic Passion,2016,2016,,2016,8008,8008
HKG,PPI,Proletariat Political Institute,2016,2016,,2016,8009,8009
HKG,HKRO,Hong Kong Resurgence Order,2016,2016,,2016,8010,8010
PSE,H,Hamas,2006,2006,44.5,2006,8011,8011
ARM,CPA,Communist Party of Armenia,1990,1990,52.5,1990,8012,8012
MYS,PP,Alliance Party,1955,1969,44.8,1969,8013,8013
MYS,LPM,Labour Party of Malaya,1959,1964,5.8,1959,8014,8014
MYS,PRM,Malaysian People's Party,1959,1964,1.9,1959,8015,8015
MYS,SCA,Sarawak Chinese Association,1969,1974,1.9,1974,8016,8016
MYS,USNO,United Sabah National Organisation,1974,1990,8.4,1974,8017,8017
MYS,BERJAYA,Sabah People's United Front,1978,1982,6.5,1982,8018,8018
MYS,PBDS,Sarawak Native People's Party,1986,2004,3.1,1999,8020,8020
MYS,GR,People's Might,1990,1995,,1990,8021,8021
MYS,PRS,Sarawak Peoples' Party,2008,2018,2.7,2008,8027,8027
MLI,PDP,Party for Democracy and Progress,1992,1992,5.1,1992,8028,8028
MRT,UDP,Union for Democracy and Progress,2001,2001,8.1,2001,8029,8029
ESP,ECP,In Common We Can,2015,2019,3.7,2015,8031,8031
ESP,C|AV,Compromise | A la valenciana,2015,2016,2.7,2015,8032,8032
BGR,SSD,Union of Free Democrats,2005,2005,,2005,8033,8033
TCD,RNDP,National Rally for Development and Progress,2011,2011,2.7,2011,8034,8034
TCD,ARC,Alliance for the Renaissance of Chad,2011,2011,,2011,8035,8035
HRV,HKDU,Croatian Christian Democratic Union,1995,2000,0.8,1995,8036,8036
HRV,SBHS,Slavonia-Baranja Croatian Party,1995,1995,0.8,1995,8037,8037
EGY,HMDI,Egyptian Social Democratic Party,2011,2011,3.1,2011,8038,8038
GNQ,CI,Citizens for Innovation,2017,2017,5.8,2017,8040,8040
FRA,UDR,Union of Democrats for the Republic,1967,1973,38,1968,8041,8041
FRA,RF,Rally of the French People,1951,1951,21.8,1951,8042,8042
ARG,FORJA,Concertation Party,2007,2007,3.9,2007,8043,8043
ARG,GEN,Generation for a National Encounter,2011,2011,,2011,8045,8045
GNB,FD,Democratic Front,1994,1994,,1994,8046,8046
GNB,PDP,Democratic Party of Progress,1994,1994,,1994,8047,8047
GNB,FDS,Democratic Social Front,1994,1994,,1994,8048,8048
GNB,LIPE,Guinean League for Ecological Protection,1994,1994,,1994,8049,8049
GNB,PRD,Party for Renewal and Development,1994,1994,,1994,8050,8050
GNB,MUD,Unity Movement for Democracy,1994,1994,,1994,8051,8051
ITA,PL,Pole for Freedoms,1996,1996,,1996,8052,8052
ITA,AP,Alliance of Progressives,1994,1994,,1994,8053,8053
ITA,PDS,Democratic Party of the Left,1992,1996,21.1,1996,8054,8054
ITA,PpP,Popular Party for Prodi,1996,1996,6.8,1996,8055,8055
ITA,CCD,Centre-right Coalition,2008,2018,,2008,8056,8056
ITA,IBC,Italy. Common Good,2013,2013,,2013,8057,8057
ITA,FI,Forward Italy (2013),2018,2018,14,2018,8058,8058
ARG,FP-PJ,Frente Justicialista-Justicialist [Peronist] Party,2017,2019,35.4,2019,8059,8059
GTM,VALOR,Valour,2019,2019,4.6,2019,8060,8060
GTM,BIEN,National Well-Being,2019,2019,4.8,2019,8061,8061
GTM,PHG,Humanist Party of Guatemala,2019,2019,4.7,2019,8063,8063
PRY,CPT,Constitution for All,1991,1991,11,1991,8064,8064
PRY,GANAR,Great Renewed National Alliance,2018,2018,12.1,2018,8065,8065
PER,IS,Socialist Left,1990,1990,5.3,1990,8066,8066
MWI,UTM,United Transformation Movement,2019,2019,2.1,2019,8067,8067
LBY,ASU,Arab Socialist Union of Libya,1971,1976,,1971,8068,8068
MDG,MAPAR / IRD,With President Andry Rajoelina,2013,2019,33.4,2019,8069,8069
LKA,CWC,Ceylon Workers' Congress,1989,2015,,1989,8070,8070
TGO,ADDI,Alliance of Democrats for Integral Development,2013,2013,3.3,2013,8071,8071
ZZB,CCM,Party of the Revolution,1980,2010,100,1980,8072,8072
ZZB,CCW,Civic United Front,1995,2010,50.1,1995,8073,8073
ARG,CF,Federal Consensus,2019,2019,5.9,2019,8122,8122
URY,CA,Open Cabildo,2019,2019,11.5,2019,8123,8123
POL,Razem,Left Together,2019,2019,1.3,2019,8124,8124
TUN,al-Karama,Dignity Coalition,2019,2019,5.9,2019,8125,8125
BOL,CC,Civic Community,2019,2019,36.5,2019,8126,8126
ALB,PSSH/PSDSH,alliance: PSSH/PSDSH,1997,1997,18.7,1997,93285,
ALB,Alliance for...,alliance: Alliance for Change,2009,2009,,2009,93286,
ALB,Unification ...,alliance: Unification for Change,2009,2009,,2009,93287,
ALB,Socialist Al...,alliance: Socialist Alliance for Integration,2009,2009,,2009,93288,
ALB,Alliance for...,alliance: Alliance for a European Albania,2013,2013,,2013,93289,
ALB,Alliance for...,"alliance: Alliance for Employment, Prosperity and Integration",2013,2013,,2013,93290,
DZA,AAV,alliance: AAV,2012,2012,6.2,2012,93291,
ARG,unknown,unknown: UCR Disidente,1918,1918,8.6,1918,93292,93292
ARG,Frente Unico,alliance: Frente Unico,1928,1928,6.4,1928,93293,
ARG,United for a...,alliance: United for a New Alternative,2015,2015,19.5,2015,93294,
AUT,Association ...,alliance: Association of Great Germans and Rural Federation,1923,1923,10.8,1923,93295,
AUT,Einheitsliste,alliance: Einheitsliste,1927,1927,48.2,1927,93296,
AZE,Azadliq bloc,alliance: Azadliq bloc,2005,2005,,2005,93297,
BLR,tech,technical: Against all,2016,2016,9.6,2016,93298,93298
BEN,Presidential...,alliance: Presidential Movement,2003,2003,55.8,2003,93299,
BEN,Opposition,alliance: Opposition,2003,2003,43,2003,93300,
BOL,unknown,unknown: Cooperative Commonwealth Feder + Social Credit,1900,1900,16.7,1900,93301,93301
BOL,United Socia...,alliance: United Socialist Front,1938,1938,93.2,1938,93302,
BOL,Mining Bloc,alliance: Mining Bloc,1947,1947,,1947,93303,
BOL,UNP,alliance: UNP,1978,1978,50.9,1978,93304,
BOL,ADRN,alliance: ADRN,1978,1978,11,1978,93305,
BOL,PDC / PRB,alliance: PDC / PRB,1978,1978,8.6,1978,93306,
BIH,HDZ-HK~HNZ,alliance: HDZ-HK~HNZ,2006,2006,4.9,2006,93307,
BGR,NP/PLP,alliance: NP/PLP,1911,1911,54.2,1911,93308,
BGR,BZSN-BKP,alliance: BZSN-BKP,1923,1923,6.9,1923,93309,
BGR,BZNS-NP-ORSDP,alliance: BZNS-NP-ORSDP,1946,1946,28.3,1946,93310,
BDI,Common Front,alliance: Common Front,1961,1961,17.9,1961,93311,
CAF,Presidential...,alliance: Presidential Majority,2011,2011,,2011,93312,
TCD,Civic Action...,alliance: Civic Action Front of Chad,1952,1952,20.9,1952,93313,
TCD,Entente,alliance: Entente,1957,1957,83.4,1957,93314,
TCD,unknown,unknown: Radicals and Radical Socialists,1957,1957,10.8,1957,93315,93315
CHL,Confederatio...,alliance: Confederation of Democracy,1973,1973,,1973,93316,
CHL,Unidad Popular,alliance: Unidad Popular,1973,1973,,1973,93317,
CHL,Broad Front,alliance: Broad Front,2017,2017,,2017,93318,
COM,tech,technical: Indirectly-elected members,2004,2004,45.5,2004,93319,93319
CRI,unknown,unknown: Opposition,1936,1936,34.5,1936,93320,93320
HRV,SDP/HSLS/(PG...,alliance: SDP/HSLS/(PGS/SBHS),2000,2000,40.8,2000,93323,
HRV,HNS/HSS/LS/(...,alliance: HNS/HSS/LS/(IDS/ASH),2000,2000,15.6,2000,93324,
HRV,HKDU/HSP,alliance: HKDU/HSP,2000,2000,5.3,2000,93325,
HRV,SDP/IDS/LS/L...,alliance: SDP/IDS/LS/Libra,2003,2003,23.3,2003,93326,
HRV,HNS/PGS/SBHS,alliance: HNS/PGS/SBHS,2003,2003,8.3,2003,93327,
HRV,HSP/ZDS/MS,alliance: HSP/ZDS/MS,2003,2003,6.5,2003,93328,
HRV,"""""Green-Yello...","alliance: """"Green-Yellow Coalition""""",2007,2007,6.4,2007,93329,
HRV,"HDZ, incl. c...","alliance: HDZ, incl. coalitions",2011,2011,23.5,2011,93330,
HRV,Croatia is G...,alliance: Croatia is Growing,2015,2015,32.8,2015,93331,
HRV,Patriotic Co...,alliance: Patriotic Coalition,2015,2015,34.1,2015,93332,
CUB,Coalición Li...,alliance: Coalición Liberala,1908,1908,59,1908,93335,
CUB,Liga Nacionala,alliance: Liga Nacionala,1920,1920,,1920,93336,
CUB,Coalición De...,alliance: Coalición Demócrata-Liberal-Nacionalista,1920,1920,,1920,93337,
CUB,Coalición Li...,alliance: Coalición Liberal-Popular,1924,1924,,1924,93338,
CUB,Coalición Tr...,alliance: Coalición Tripartita,1936,1936,,1936,93339,
CUB,unknown,unknown: PUN,1939,1939,28.9,1939,93340,93340
CUB,Frente de Op...,alliance: Frente de Oposición,1940,1940,,1940,93341,
CUB,PRC(A)/PD/PL,alliance: PRC(A)/PD/PL,1950,1950,0,1950,93342,
CYP,Democratic P...,alliance: Democratic Party + AKEL + Movement for Social Democracy,1976,1976,71.2,1976,93343,
CZE,Civic Democr...,alliance: Civic Democratic Party - Christian Democratic Party,1992,1992,29.7,1992,93344,
CZE,WG,alliance: WG,1929,1929,5.4,1929,93345,
CZE,AB,alliance: AB,1935,1935,6.9,1935,93346,
COD,Congolese Na...,alliance: Congolese National Convention (CONACO)-led Coalition,1965,1965,0,1965,93347,
DJI,unknown,unknown: Opposition dure,1973,1973,9,1973,93348,93348
DJI,People's Ral...,alliance: People's Rally for Progress-Front for the Restoration of Unity and Democracy,1997,1997,78.6,1997,93349,
DOM,PR-MNJ,alliance: PR-MNJ,1974,1974,89.8,1974,93350,
ECU,unknown,unknown: Nameless list,1950,1950,10.1,1950,93351,93351
ECU,unknown,unknown: Nameless parties,1958,1958,100,1958,93352,93352
EGY,Islamists,alliance: Islamists,1987,1987,17.5,1987,93353,
SLV,UPD,alliance: UPD,1961,1961,18.8,1961,93354,
EST,Democratic Bloc,alliance: Democratic Bloc,1918,1918,22.7,1918,93356,
EST,RKEI and ERSP,alliance: RKEI and ERSP,1995,1995,7.9,1995,93357,
FRA,RepG + RadI,alliance: RepG + RadI,1928,1928,23.2,1928,93358,
FRA,Union for a ...,alliance: Union for a New Majority,1986,1986,,1986,93361,
GMB,tech,technical: Ibrahima Momodou Garba-Jahumpa,1947,1947,21.3,1947,93362,93362
GMB,People's Pro...,alliance: People's Progressive Party-Democratic Congress Alliance [PPP-DCA],1962,1962,,1962,93363,
DDR,tech,technical: No-Votes,1949,1949,33.9,1949,93364,93364
GRC,unknown,unknown: Small Opposition,1910,1910,11.6,1910,93365,93365
GRC,United Oppos...,alliance: United Opposition,1920,1920,68,1920,93366,
GRC,Popular Part...,alliance: Popular Party-National Radical Party,1935,1935,65,1935,93367,
GRC,Royal Suppor...,alliance: Royal Supporters Union,1935,1935,14.8,1935,93368,
GRC,General Popu...,alliance: General Popular Radical Union,1936,1936,19.9,1936,93369,
GRC,inomeni para...,alliance: inomeni parataksis ethnikofronon,1946,1946,55.1,1946,93370,
GRC,ethniki poli...,alliance: ethniki politiki enosis,1946,1946,19.3,1946,93371,
GRC,Democratic P...,alliance: Democratic Party,1950,1950,9.7,1950,93372,
GRC,Centre Natio...,alliance: Centre National Progressive Union Party-Liberal Party,1952,1952,34.2,1952,93373,
GRC,Democratic U...,alliance: Democratic Union,1956,1956,48.2,1956,93374,
GRC,PADE,alliance: PADE,1958,1958,10.6,1958,93375,
GRC,EK/Progressi...,alliance: EK/Progressive Party Alliance,1961,1961,33.7,1961,93376,
GRC,PAME,alliance: PAME,1961,1961,14.6,1961,93377,
GRC,ERE-Progress...,alliance: ERE-Progressive Party,1964,1964,35.3,1964,93378,
GTM,Union de Opo...,alliance: Union de Oposicion Nacional,1982,1982,,1982,93379,
GUY,APNU+AFC,alliance: APNU+AFC,2015,2015,50.3,2015,93380,
HUN,Fidesz–MDF,alliance: Fidesz–MDF,2002,2002,41.1,2002,93381,
HUN,Unity,alliance: Unity,2014,2014,25.6,2014,93382,
IND,tech,technical: Appointed members,1923,1934,27.9,1934,93383,93383
IDN,unknown,unknown: Middle group,1935,1935,28.3,1935,93384,93384
IRN,unknown,unknown: National Caucus (pro-British),1947,1947,17.9,1947,93385,93385
IRN,unknown,unknown: Royalists,1952,1952,36,1952,93386,93386
IRN,tech,technical: Vacant,1952,1952,41.9,1952,93387,93387
IRQ,unknown,unknown: Government Bloc,1933,1933,81.8,1933,93388,93388
IRQ,unknown,unknown: Government supporters,1958,1958,96.6,1958,93389,93389
IRQ,tech,technical: Appointed by president,2000,2000,12,2000,93390,93390
ITA,National Blocs,alliance: National Blocs,1921,1921,19.1,1921,93392,
ITA,National List,alliance: National List,1924,1924,60.1,1924,93393,
ITA,With Monti f...,alliance: With Monti for Italy,2013,2013,,2013,93394,
JOR,unknown,unknown: Opposition,2010,2010,14.2,2010,93395,93395
KAZ,tech,technical: Against all,1999,1999,7.1,1999,93396,93396
KEN,tech,technical: Appointed or reserved for minorities,1961,1961,30.8,1961,93397,93397
KEN,Party of Nat...,alliance: Party of National Unity [PNU] & Allies,2007,2007,,2007,93398,
XKX,PANA Coalition,alliance: PANA Coalition,2017,2017,,2017,93399,
XKX,tech,technical: Alliance of ethnic minority parties,2017,2017,,2017,93400,93400
XKX,LAA Colition,alliance: LAA Colition,2017,2017,25.5,2017,93401,
KWT,tech,technical: Nominated members,1961,1961,35.5,1961,93402,93402
LBN,tech,technical: Christian,1996,1996,26.8,1996,93403,93403
LBN,unknown,unknown: BHC,2000,2000,18,2000,93404,93404
LBR,Coalition fo...,alliance: Coalition for Democratic Change,2017,2017,15.6,2017,93405,
MDG,Supporters o...,alliance: Supporters of President Zafy,1993,1993,,1993,93406,
MYS,Alliance of ...,alliance: Alliance of Hope,2018,2018,,2018,93407,
MDV,tech,technical: Presidential appointees,1969,1974,14.8,1969,93408,93408
MDV,unknown,unknown: Pro-Government,2005,2005,32.3,2005,93409,93409
MUS,tech,technical: Appointed members,1953,1953,38.7,1953,93410,93410
MUS,MMM / PSM,alliance: MMM / PSM,1982,1982,63,1982,93411,
MUS,MSM / MMM,alliance: MSM / MMM,1991,1991,55.4,1991,93412,
MUS,Labour / PMSD,alliance: Labour / PMSD,1991,1991,39.3,1991,93413,
MUS,Labour / MMM,alliance: Labour / MMM,1995,1995,65.2,1995,93414,
MEX,Alanza por e...,alliance: Alanza por el Cambio,2000,2000,,2000,93415,
MEX,Coalition fo...,alliance: Coalition for the Good of All,2006,2006,29.7,2006,93416,
MEX,Alliance for...,alliance: Alliance for Mexico (2006),2006,2006,28.9,2006,93417,
MNG,Alliance,alliance: Alliance,1992,1992,17.5,1992,93418,
MNG,Motherland-D...,alliance: Motherland-Democracy Coalition,2004,2004,44.3,2004,93419,
MNE,tech,technical: appointees,1906,1906,18.4,1906,93420,93420
MNE,Together for...,alliance: Together for Yugoslavia,2001,2001,,2001,93422,
MNE,Together for...,alliance: Together for Change,2002,2002,,2002,93423,
MNE,SNP–NS–DSS,alliance: SNP–NS–DSS,2006,2006,14.1,2006,93424,
MMR,tech,technical: Appointed members,1925,1925,20.4,1925,93425,93425
MMR,tech,technical: Reserved seats,1936,1936,31.1,1936,93426,93426
MMR,PDF,alliance: PDF,1951,1951,7.6,1951,93427,
MMR,tech,technical: Unfilled seats,1951,1960,5.2,1960,93428,93428
NPL,tech,technical: Appointees,1971,1986,20,1981,93429,93429
NIC,Liberal Nati...,alliance: Liberal Nationalist Party (PLN) / Conservative Nationalist Party (PCN),1936,1936,69.8,1936,93430,
NIC,Traditional ...,alliance: Traditional Conservative Party (PCT) / Constitutionalist Liberal Party (PLC),1936,1936,0.2,1936,93431,
NIC,UNO,alliance: UNO,1967,1967,29.1,1967,93432,
NGA,Nigerian Nat...,alliance: Nigerian National Alliance,1964,1964,,1964,93433,
NGA,United Progr...,alliance: United Progressive Grand Alliance,1964,1964,,1964,93434,
NOR,H and MV,alliance: H and MV,1900,1900,40.8,1900,93435,
NOR,H and MV + FV,alliance: H and MV + FV,1903,1903,44.8,1903,93436,
NOR,V and AD,alliance: V and AD,1912,1912,40,1912,93437,
PAN,Coalition Re...,alliance: Coalition Reform and National,1932,1932,34.4,1932,93438,
PAN,United Liberal,alliance: United Liberal,1948,1948,40.5,1948,93439,
PAN,National Union,alliance: National Union,1968,1968,81,1968,93440,
PAN,People's All...,alliance: People's Alliance,1968,1968,16.7,1968,93441,
PAN,tech,technical: Appointed from the National Assembly of Municipal Representatives,1980,1980,66.7,1980,93442,93442
PRY,Democratic A...,alliance: Democratic Alliance,1998,1998,,1998,93443,
PER,unknown,unknown: Belaudistas,1956,1956,9.3,1956,93444,93444
PER,Alianza Soli...,alliance: Alianza Solidaridad Nacional,2011,2011,10.2,2011,93445,
PHL,unknown,unknown: BLKNNL,1978,1978,3.8,1978,93446,93446
PHL,LABAN coalition,alliance: LABAN coalition,1987,1987,,1987,93447,
PHL,GAD coalition,alliance: GAD coalition,1987,1987,,1987,93448,
PHL,TEAM Unity,alliance: TEAM Unity,2007,2007,,2007,93449,
PHL,Genuine Oppo...,alliance: Genuine Opposition,2007,2007,,2007,93450,
PHL,tech,technical: Party nominees,2007,2007,10.4,2007,93451,93451
POL,Centrolew,alliance: Centrolew,1930,1930,17.3,1930,93452,
COG,Democratic U...,alliance: Democratic Union + Moyen-Congo Union,1957,1957,36.3,1957,93453,
COG,MSA + Local ...,alliance: MSA + Local branches of French parties,1957,1957,28.2,1957,93454,
ROU,PNL–PCD,alliance: PNL–PCD,1911,1911,37.8,1911,93455,
ROU,National Union,alliance: National Union,1931,1931,48.9,1931,93456,
ROU,National Pea...,alliance: National Peasants' Party–German Party,1932,1932,41.5,1932,93457,
ROU,Bloc of Demo...,alliance: Bloc of Democratic Parties,1946,1946,69.8,1946,93458,
ROU,Alliance PSD+PC,alliance: Alliance PSD+PC,2008,2008,33.1,2008,93459,
RUS,Progressist ...,alliance: Progressist Party-Party of Peaceful Renovation,1907,1907,7.7,1907,93460,
SRB,Agrarian All...,alliance: Agrarian Alliance-Independent Agrarian Party,1920,1920,9.4,1920,93464,
SRB,National Bloc,alliance: National Bloc,1925,1925,9.8,1925,93465,
SRB,unknown,unknown: Opposition,1945,1945,9.5,1945,93466,93466
SLE,tech,technical: Elected Chiefs,2018,2018,9.6,2018,93467,93467
SGP,singapore al...,alliance: singapore alliance,1963,1963,8.4,1963,93468,
ESP,Catalan Soli...,alliance: Catalan Solidarity,1907,1907,,1907,93469,
ESP,Liberal Part...,alliance: Liberal Party–Liberal Democrats,1916,1916,57,1916,93470,
ESP,Left Alliance,alliance: Left Alliance,1918,1918,,1918,93471,
ESP,Ministerials,alliance: Ministerials,1919,1919,,1919,93472,
ESP,Liberals and...,alliance: Liberals and Reformists,1923,1923,,1923,93473,
ESP,PRS/UR,alliance: PRS/UR,1931,1931,12.6,1931,93474,
ESP,AR/IR,alliance: AR/IR,1931,1931,6,1931,93475,
ESP,CEDA/AN/PA/R...,alliance: CEDA/AN/PA/RE/PC/Falange,1933,1933,36.3,1933,93476,
ESP,AR/PRRS/PRSl...,alliance: AR/PRRS/PRSl/UR/FRG,1933,1933,7.5,1933,93477,
ESP,unknown,unknown: PRRS,1933,1933,0,1933,93478,93478
ESP,Popular Fron...,alliance: Popular Front (Left),1936,1936,48.1,1936,93479,
ESP,Right/Centre...,alliance: Right/Centre Right,1936,1936,46.5,1936,93480,
ESP,We Can–In Co...,alliance: We Can–In Common–Commitment–En Masse,2015,2015,,2015,93481,
LKA,CP / VLSSP,alliance: CP / VLSSP,1952,1952,5.8,1952,93482,
LKA,United Natio...,alliance: United National Party,1989,1994,50.7,1989,93483,
LKA,United Natio...,alliance: United National Front,2001,2004,45.6,2001,93484,
SDN,tech,technical: elected due to the influence of officials and sheikhs,1948,1948,59.5,1948,93485,93485
SUR,VHP-bloc,alliance: VHP-bloc,1969,1973,39.1,1973,93486,
SUR,PNP-bloc,alliance: PNP-bloc,1969,1969,23.4,1969,93487,
SUR,United Democ...,alliance: United Democratic Party,1977,1977,44.1,1977,93488,
SUR,Front for De...,alliance: Front for Democracy and Development,1987,1987,85.5,1987,93489,
SUR,Millennium C...,alliance: Millennium Combination,2000,2000,15.1,2000,93490,
SUR,Mega Combinatie,alliance: Mega Combinatie,2010,2010,40.2,2010,93491,
SUR,VolksAlliant...,alliance: VolksAlliantie (2010),2010,2010,13,2010,93492,
