"","ctr_n","pty","abbr","name","name_english","information","ctr","pty_n","yr_first","yr_last","pv1_share_max","pv1_share_max_yr","n_election","ctr_pty","country"
"2068","Thailand",72,,"PRACHATHIPAT","DEMOCRAT",,764,"prachathipat",1969,1996,51.9,1969,11,764000072,"THA"
"2069","Thailand",75,,"PUANGCHON CHAO THAI","Thai People",,764,"puangchon chao thai",1983,1992,8,1988,4,764000075,"THA"
"2070","Thailand",80,,"RASSADORN","People",,764,"rassadorn",1975,1992,7.4,1986,6,764000080,"THA"
"2071","Thailand",84,,"RUAM THAI","United Thai",,764,"ruam thai",1979,1988,10.1,1988,3,764000084,"THA"
"2072","Thailand",87,,"SAHA PRACHATHAI","United Thai",,764,"saha prachathai",1969,1969,35.9,1969,1,764000087,"THA"
"2073","Thailand",88,,"SAHA PRACHATHIPPATAI","United Democrat",,764,"saha prachathippatai",1986,1992,9.9,1986,3,764000088,"THA"
"2074","Thailand",89,,"SAMAKKIDHAMMA","Justice Unity",,764,"samakkidhamma",1992,1992,19.3,1992,1,764000089,"THA"
"2075","Thailand",92,,"SANGKHOM CHARTNIYOM","Social Nationalist",,764,"sangkhom chartniyom",1975,1976,8.5,1975,2,764000092,"THA"
"2076","Thailand",98,,"SANGKHOMNIYOM HAENG PRATHET THAI","SOCIALIST PARTY OF THAILAND",,764,"sangkhomniyom haeng prathet thai",1975,1976,3,1975,2,764000098,"THA"
"2077","Thailand",99,,"SANTICHON","Peaceful People's Party",,764,"santichon",1975,1976,2,1975,2,764000099,"THA"
"2078","Thailand",104,,"SERITHAM","Liberal",,764,"seritham",1979,1992,4,1979,2,764000104,"THA"
"2079","Thailand",105,,"SERITHAM","Liberal (in 1992)",,764,"seritham",1995,1996,3.3,1995,2,764000105,"THA"
"2080","Thailand",110,,"SIAM PRACHATHIPPATAI","Siam Democrat",,764,"siam prachathippatai",1975,1983,5.1,1983,2,764000110,"THA"
"2081","Thailand",121,,"THAM SANGKHOM",,,764,"tham sangkhom",1975,1979,17.9,1975,3,764000121,"THA"
"2082","Thailand",128,,"NAM THAI","Leading Thai party",,764,"seriprachatippatai",1995,1996,6.8,1995,2,764000128,"THA"
"2083","Timor-Leste",3,,"Congresso Nacional de Reconstrução de Timor","National Congress for Timorese Reconstruction",,626,"Congresso Nacional de ReconstruÃ§Ã£o de Timor",2007,2012,36.7,2012,2,626000003,"TLS"
"2084","Timor-Leste",4,,"Frente Reconstrução Nacional de Timor-Leste","Front for National Reconstruction of Timor-Leste",,626,"Frente ReconstruÃ§Ã£o Nacional de Timor-Leste",2012,2012,3.1,2012,1,626000004,"TLS"
"2085","Timor-Leste",5,,"Frente Revolucionária do Timor-Leste Independente","Revolutionary Front for an Independent East Timor",,626,"Frente RevolucionÃ¡ria do Timor-Leste Independente",2007,2012,29.9,2012,2,626000005,"TLS"
"2086","Timor-Leste",6,,"Partido Democrático","Democratic Party",,626,"Partido DemocrÃ¡tico",2007,2012,11.3,2007,2,626000006,"TLS"
"2087","Timor-Leste",10,,"Partido Desenvolvimento Nacional","National Development Party",,626,"Partido Desenvolvimento Nacional",2012,2012,2,2012,1,626000010,"TLS"
"2088","Timor-Leste",13,,"Partido Nasionalista Timorense","Timorese Nationalist Party",,626,"Partido Nasionalista Timorense",2007,2007,2.4,2007,1,626000013,"TLS"
"2089","Timor-Leste",14,,"Partido Social Democrata","Social Democratic Party",,626,"Partido Social Democrata",2012,2012,2.2,2012,1,626000014,"TLS"
"2090","Timor-Leste",15,,"Partido Socialista Timorense","Timorese Socialist Party",,626,"Partido Socialista Timorense",2007,2012,2.4,2012,2,626000015,"TLS"
"2091","Timor-Leste",17,,"Partido Unidade Nacional","National Unity Party",,626,"Partido Unidade Nacional",2007,2012,4.5,2007,2,626000017,"TLS"
"2092","Timor-Leste",18,,"Partidu Kmanek Haburas Unidade Nasional Timor Oan","National Unity Better Growing Party",,626,"Partidu Kmanek Haburas Unidade Nasional Timor Oan",2012,2012,3,2012,1,626000018,"TLS"
"2093","Timor-Leste",21,,"Unidade Nacional Democrática da Resistêia Timorense","National Unity of Timorese Resistance",,626,"Unidade Nacional DemocrÃ¡tica da ResistÃªia Timorense",2007,2012,3.2,2007,2,626000021,"TLS"
"2094","Togo",1,,"Comité d'Action pour la Renouveau","Action Committee for Renewal",,768,"Action Committee for Renewal",2007,2007,8.4,2007,1,768000001,"TGO"
"2095","Togo",22,,"Coalition Arc-en-Ciel","Rainbow Coalition",,768,"Coalition Arc-en-Ciel",2013,2013,10.8,2013,1,768000022,"TGO"
"2096","Togo",23,,"Rassemblement du Peuple Togolais","Rally of the Togolese People",,768,"Rally of the Togolese People",2007,2007,40.2,2007,1,768000023,"TGO"
"2097","Togo",25,,"Collectif Sauvons le Togo","Save Togo Group",,768,"Collectif Sauvons le Togo",2013,2013,29.2,2013,1,768000025,"TGO"
"2098","Togo",31,,"Union pour la République","Union for the Republic",,768,"Union pour la RÃ©publique",2013,2013,46.5,2013,1,768000031,"TGO"
"2099","Togo",32,,"Union des Forces du Changement","Union of Forces for Change",,768,"Union des Forces du Changement",2007,2013,37.8,2007,2,768000032,"TGO"
"2100","Trinidad and Tobago",2,,"Congress of the People",,,780,"Congress of the People",2007,2015,22.7,2007,3,780000002,"TTO"
"2101","Trinidad and Tobago",7,,"National Alliance for Reconstruction",,,780,"National Alliance for Reconstruction",1991,2002,24.5,1991,5,780000007,"TTO"
"2102","Trinidad and Tobago",14,,"People’s National Movement",,,780,"People's National Movement",1991,2015,51.7,2015,8,780000014,"TTO"
"2103","Trinidad and Tobago",15,,"Team Unity",,,780,"Team Unity",2001,2001,2.5,2001,1,780000015,"TTO"
"2104","Trinidad and Tobago",18,,"Tobago Organization of the People",,,780,"Tobago Organization of the People",2010,2015,2.1,2010,2,780000018,"TTO"
"2105","Trinidad and Tobago",20,,"United National Congress",,,780,"United National Congress",1991,2015,51.7,2000,8,780000020,"TTO"
"2106","Turkey",5,"DP","Demokrat Parti","Democrat Party",,792,"democrat party",1950,2015,57.5,1954,8,792000005,"TUR"
"2107","Turkey",6,"DSP","Demokratik Sol Parti","Democratic Left Party",,792,"DEMOKRATIK SOL PARTI",1987,2015,22.2,1999,8,792000006,"TUR"
"2108","Turkey",7,"DEMOKRATİK PARTİ","Demokratik Parti","Democratic Party",,792,"democratic party",1973,1977,11.9,1973,2,792000007,"TUR"
"2109","Turkey",8,"DEHAP","Demokrat Halk Partisi","Democratic People's Party",,792,"DEHAP",2002,2002,6.2,2002,1,792000008,"TUR"
"2110","Turkey",10,"SAADET PARTİSİ","Saadet Partisi","Felicity Party",,792,"Saadet Partisi",2002,2015,2.5,2002,5,792000010,"TUR"
"2111","Turkey",12,"HÜRRİYET PARTİSİ","Hürriyet Partisi","Freedom Party",,792,"freedom party",1957,1957,3.9,1957,1,792000012,"TUR"
"2112","Turkey",16,"AK PARTİ","Adalet ve Kalkınma Partisi","Justice and Development Party",,792,"ADALET VE KALKINMA PARTISI",2002,2015,49.8,2011,5,792000016,"TUR"
"2113","Turkey",17,"AP","Adalet Partisi","Justice Party",,792,"justice party",1961,1977,52.9,1965,5,792000017,"TUR"
"2114","Turkey",20,"ANAP","Anavatan Partisi","Motherland Party",,792,"ANAP",1983,2002,45.1,1983,6,792000020,"TUR"
"2115","Turkey",21,"MİLLET PARTİSİ","Millet Partisi","National Party",,792,"national party",1950,2015,6.3,1965,10,792000021,"TUR"
"2116","Turkey",22,"MSP","Milli Selamet Partisi","National Salvation Party",,792,"national salvation party",1973,1977,11.8,1973,2,792000022,"TUR"
"2117","Turkey",24,"MDP","Milliyetçi Demokrasi Partisi","Nationalist Democracy Party",,792,"MDP",1983,1983,23.3,1983,1,792000024,"TUR"
"2118","Turkey",25,"MHP","Milliyetçi Hareket Partisi","Nationalist Movement Party",,792,"MILLIYETÃI HAREKET PARTISI",1969,2015,18,1999,10,792000025,"TUR"
"2119","Turkey",26,"MÇP","Milliyetçi Çalışma Partisi","Nationalist Work Party",,792,"MCP",1987,1987,2.9,1987,1,792000026,"TUR"
"2120","Turkey",29,"YTP","Yeni Türkiye Partisi (2002)","New Turkey Party",,792,"new turkey party",1961,2002,13.7,1961,4,792000029,"TUR"
"2121","Turkey",33,"HADEP","Halkın Demokrasi Partisi","People's Democracy Party",,792,"HADEP",1995,1999,4.8,1999,2,792000033,"TUR"
"2122","Turkey",34,"HP","Halkçı Parti","People's Party",,792,"HP",1983,1983,30.5,1983,1,792000034,"TUR"
"2123","Turkey",38,"CMP","Cumhuriyetçi Millet Partisi","Republican Nation Party",,792,"republican nation party",1954,1957,7.1,1957,2,792000038,"TUR"
"2124","Turkey",39,"CKMP","Cumhuriyetçi Köylü Millet Partisi","Republican Peasant's Nation Party",,792,"republican peasant's nation party",1961,1965,14,1961,2,792000039,"TUR"
"2125","Turkey",40,"CHP","Cumhuriyet Halk Partisi","Republican People's Party",,792,"republican people's party",1950,2015,41.4,1977,15,792000040,"TUR"
"2126","Turkey",41,"CGP","Cumhuriyetçi Güven Partisi","Republican Trust Party",,792,"republican trust party",1973,1977,5.3,1973,2,792000041,"TUR"
"2127","Turkey",43,"SHP","Sosyaldemokrat Halk Partisi","Social Democratic People's Party",,792,"social democratic populist party",1987,1991,25.1,1987,2,792000043,"TUR"
"2128","Turkey",46,"DYP","Doğru Yol Partisi","True Path Party",,792,"DOGRU YOL PARTISI",1987,2015,27,1991,8,792000046,"TUR"
"2129","Turkey",47,"TBP","Türkiye Birlik Partisi","Turkey Union Party",,792,"turkey union party",1965,2011,5.5,1969,5,792000047,"TUR"
"2130","Turkey",48,"GP","Güven Partisi","Trust Party",,792,"trust party",1969,1969,6.6,1969,1,792000048,"TUR"
"2131","Turkey",50,"FP","Fazilet Partisi","Virtue Party",,792,"FP",1999,1999,15.4,1999,1,792000050,"TUR"
"2132","Turkey",51,"RP","Refah Partisi","Welfare Party",,792,"RP",1987,1995,21.4,1995,3,792000051,"TUR"
"2133","Turkey",54,"GENÇ PARTİ","Genç Parti","Youth Party",,792,"GP",2002,2007,7.3,2002,2,792000054,"TUR"
"2134","Turkey",61,"HDP","Halkların Demokratik Partisi","People’s Democratic Party",,792,"HALKLARIN DEMOKRATIK PARTISI",2015,2015,13.1,2015,2,792000061,"TUR"
"2135","Turks and Caicos Islands",1,,"People’s Democratic Movement",,,796,"Peoples Democratic Movement",2007,2012,50.9,2012,2,796000001,"TCA"
"2136","Turks and Caicos Islands",3,,"Progressive National Party",,,796,"Progressive National Party",2007,2012,60.8,2007,2,796000003,"TCA"
"2137","Uganda",2,"DP","Democratic Party",,,800,"Democratic Party",2011,2016,5.3,2011,2,800000002,"UGA"
"2138","Uganda",3,"FDC","Forum for Democratic Change",,,800,"Forum for Democratic Change",2011,2016,15.1,2011,2,800000003,"UGA"
"2139","Uganda",8,"NRM","National Resistance Movement",,,800,"National Resistance Movement",2011,2016,50.3,2011,2,800000008,"UGA"
"2140","Uganda",15,"UPC","Ugandan People’s Congress",,,800,"Ugandan People's Congress",2011,2016,3.3,2011,2,800000015,"UGA"
"2141","Ukraine",1,,"Agrarian Party of Ukraine",,,804,"Agrarian Party of Ukraine",1998,2012,2.8,1998,2,804000001,"UKR"
"2142","Ukraine",5,,"Communist Party of Ukraine",,,804,"Communist Party of Ukraine",1998,2014,19,1998,6,804000005,"UKR"
"2143","Ukraine",7,,"Hromada",,,804,"Politychna partiia Vseukrainske obiednannia ""Hromada""",1998,2012,3.8,1998,2,804000007,"UKR"
"2144","Ukraine",10,,"Party of Greens of Ukraine",,,804,"Party of Greens of UkraineÂ ",1998,2007,3.3,1998,4,804000010,"UKR"
"2145","Ukraine",15,,"People’s Democratic Party",,,804,"Narodno-demokratychna partiia",1998,2012,3.8,1998,2,804000015,"UKR"
"2146","Ukraine",16,,"People’s Movement of Ukraine",,,804,"politychna partiia Narodnyi Rukh Ukrainy",1998,2014,7.8,1998,3,804000016,"UKR"
"2147","Ukraine",17,,"Progressive Socialist Party of Ukraine",,,804,"Progressive Socialist Party of Ukraine",1998,2007,2.4,1998,2,804000017,"UKR"
"2148","Ukraine",18,,"Reforms and Order Party",,,804,"Reforms and Order Party",1998,1998,2.3,1998,1,804000018,"UKR"
"2149","Ukraine",21,,"Social Democratic Party of Ukraine (United)",,,804,"Social Democratic Party of Ukraine (United)",1998,2012,4.4,2002,3,804000021,"UKR"
"2150","Ukraine",34,,"Party of Regions",,,804,"Party of Regions",1998,2012,36,2007,4,804000034,"UKR"
"2151","Ukraine",43,,"Socialist Party of Ukraine",,,804,"Socialist Party of Ukraine",1998,2012,5.9,2006,5,804000043,"UKR"
"2152","Ukraine",53,,"All-Ukrainian Union ""Batkivshchyna""",,,804,"All-Ukrainian Union ""Batkivshchyna""",2012,2014,21.4,2012,2,804000053,"UKR"
"2153","Ukraine",66,,"Partiia ""Sylna Ukraina""",,,804,"Partiia ""Sylna Ukraina""",2014,2014,2.4,2014,1,804000066,"UKR"
"2154","Ukraine",72,,"Party ""Blok Petro Poroshenko""",,,804,"Party ""Blok Petro Poroshenko""",2014,2014,20.5,2014,1,804000072,"UKR"
"2155","Ukraine",85,,"Political party ""Narodnyy Front""",,,804,"Political party ""Narodnyy Front""",2014,2014,16,2014,1,804000085,"UKR"
"2156","Ukraine",88,,"Political party ""Opozytsiynyy blok""",,,804,"Political party ""Opozytsiynyy blok""",2014,2014,5.5,2014,1,804000088,"UKR"
"2157","Ukraine",99,,"Political party Samopomich Union",,,804,"Political party Samopomich Union",2014,2014,6.1,2014,1,804000099,"UKR"
"2158","Ukraine",128,,"Radical Party of Oleh Liashko",,,804,"Radical Party of Oleh Liashko",2012,2014,5.7,2014,2,804000128,"UKR"
"2159","Ukraine",130,,"SVOBODA Party",,,804,"SVOBODA Party",2012,2014,7.4,2012,2,804000130,"UKR"
"2160","Ukraine",132,,"UDAR (Ukrainian Democratic Alliance for Reforms) of Vitaliy Klychko",,,804,"UDAR (Ukrainian Democratic Alliance for Reforms) of Vitaliy Klychko""",2012,2012,11.5,2012,1,804000132,"UKR"
"2161","Ukraine",3996,,"None of the Above",,,804,"None of these candidates",1998,2002,6.4,1998,2,804003996,"UKR"
"2162","United Kingdom",6,,"Anti-Parnell nationalists",,,826,"anti-parnell nationalists",1892,1895,4.7,1892,2,826000006,"GBR"
"2163","United Kingdom",27,,"Conservative",,,826,"conservative party",1832,2017,54.4,1931,47,826000027,"GBR"
"2164","United Kingdom",28,,"Conservatives (Coalition)",,,826,"conservatives (coalition)",1918,1918,32.7,1918,1,826000028,"GBR"
"2165","United Kingdom",41,,"Green Party",,,826,"Green Party",1987,2017,3.9,2015,4,826000041,"GBR"
"2166","United Kingdom",43,,"Home Rule Party",,,826,"home rule party",1874,1880,4.6,1874,2,826000043,"GBR"
"2167","United Kingdom",56,,"Labour Party",,,826,"labour party",1900,2017,48.6,1951,31,826000056,"GBR"
"2168","United Kingdom",62,,"Liberal Democrat Party",,,826,"liberal democrat party",1992,2017,23,2010,7,826000062,"GBR"
"2169","United Kingdom",64,,"Liberal Unionists",,,826,"liberal unionists",1886,1910,12.5,1886,7,826000064,"GBR"
"2170","United Kingdom",65,,"Liberal/Labour Alliance",,,826,"liberal/labour alliance",1868,1910,2.7,1906,11,826000065,"GBR"
"2171","United Kingdom",66,,"Liberal Party (1989 -)",,,826,"liberals",1832,2015,77.9,1832,41,826000066,"GBR"
"2172","United Kingdom",67,,"Liberals (Coalition)",,,826,"liberals (coalition)",1918,1918,12.9,1918,1,826000067,"GBR"
"2173","United Kingdom",82,,"National Liberals",,,826,"national liberals",1922,1945,10,1922,4,826000082,"GBR"
"2174","United Kingdom",89,,"Nationalists",,,826,"nationalists",1885,1966,6.1,1885,18,826000089,"GBR"
"2175","United Kingdom",114,,"Repealers",,,826,"repealers",1832,1847,3.3,1832,3,826000114,"GBR"
"2176","United Kingdom",121,,"Scottish National Party",,,826,"scottish national party",1929,2017,4.7,2015,23,826000121,"GBR"
"2177","United Kingdom",127,,"Sinn Féin",,,826,"sinn féin",1918,2017,4.8,1918,14,826000127,"GBR"
"2178","United Kingdom",131,,"Social Democratic Party",,,826,"social democratic party",1910,2017,11.6,1983,8,826000131,"GBR"
"2179","United Kingdom",139,,"UK Independence Party",,,826,"united kingdom independence party",1997,2017,12.6,2015,6,826000139,"GBR"
"2180","United Kingdom",145,,"Unionists",,,826,"unionists",1886,1974,3.8,1924,23,826000145,"GBR"
"2181","United Kingdom",441,,"Referendum",,,826,"referendum",1997,1997,2.6,1997,1,826000441,"GBR"
"2182","United Kingdom",496,,"Labour and Co-operative",,,826,"Labour and Co-operative",2015,2017,4.1,2017,2,826000496,"GBR"
"2183","United States of America",10,,"ADAMS REPUBLICAN",,,840,"adams republican",1822,1980,14.3,1826,5,840000010,"USA"
"2184","United States of America",31,,"AMERICAN (KNOW NOTHING)",,,840,"american (know nothing)",1844,1860,18.5,1854,9,840000031,"USA"
"2185","United States of America",43,,"AMERICAN LABOR",,,840,"american labor",1936,2014,2.4,1942,12,840000043,"USA"
"2186","United States of America",63,,"ANTI-BRODERICK DEMOCRAT",,,840,"anti-broderick democrat",1854,1854,2.3,1854,1,840000063,"USA"
"2187","United States of America",68,,"ANTI-LECOMPTON DEMOCRAT",,,840,"anti-lecompton democrat",1858,1858,2.7,1858,1,840000068,"USA"
"2188","United States of America",156,,"CONSERVATIVE (OLD)",,,840,"conservative (old)",1864,1874,5,1868,6,840000156,"USA"
"2189","United States of America",164,,"CONSTITUTIONALIST",,,840,"constitutionalist",1806,1984,7.7,1806,3,840000164,"USA"
"2190","United States of America",180,,"DEMOCRAT",,,840,"democrat",1824,2016,55.6,1964,97,840000180,"USA"
"2191","United States of America",186,,"DEMOCRATIC REPUBLICAN",,,840,"democratic republican",1790,1830,49.9,1802,21,840000186,"USA"
"2192","United States of America",212,,"FARMER-LABOR",,,840,"farmer-labor",1920,1942,3.1,1932,12,840000212,"USA"
"2193","United States of America",218,,"FEDERALIST",,,840,"federalist",1788,1980,29.2,1800,21,840000218,"USA"
"2194","United States of America",232,,"FREE SOIL",,,840,"free soil",1846,1854,7.9,1848,5,840000232,"USA"
"2195","United States of America",244,,"FUSION",,,840,"fusion",1856,1998,3.4,1882,14,840000244,"USA"
"2196","United States of America",253,,"GREENBACK",,,840,"greenback",1874,1886,11.1,1878,7,840000253,"USA"
"2197","United States of America",258,,"HARD DEMOCRAT",,,840,"hard democrat",1854,1854,2.8,1854,1,840000258,"USA"
"2198","United States of America",292,,"INDEPENDENT DEMOCRAT",,,840,"independent democrat",1838,1962,2.1,1858,41,840000292,"USA"
"2199","United States of America",362,,"JACKSONIAN",,,840,"jacksonian",1824,1932,18.7,1828,6,840000362,"USA"
"2200","United States of America",405,,"LIBERAL REPUBLICAN",,,840,"liberal republican",1870,1872,32.6,1872,2,840000405,"USA"
"2201","United States of America",447,,"NATIONAL PROGRESSIVE",,,840,"national progressive",1912,1934,2.5,1912,4,840000447,"USA"
"2202","United States of America",450,,"NATIONAL REPUBLICAN",,,840,"national republican",1824,1896,25.5,1832,6,840000450,"USA"
"2203","United States of America",488,,"OPPOSITION",,,840,"opposition",1832,1860,4.1,1858,4,840000488,"USA"
"2204","United States of America",506,,"PEOPLE'S",,,840,"people's",1858,1976,6.3,1892,19,840000506,"USA"
"2205","United States of America",529,,"POPULIST",,,840,"populist",1890,1992,4.5,1894,14,840000529,"USA"
"2206","United States of America",543,,"PROGRESSIVE",,,840,"progressive",1910,2008,8.7,1912,19,840000543,"USA"
"2207","United States of America",552,,"PROHIBITION",,,840,"prohibition",1870,1984,2.9,1886,55,840000552,"USA"
"2208","United States of America",571,,"REDEMPTION DEMOCRAT",,,840,"redemption democrat",1842,1842,5.4,1842,1,840000571,"USA"
"2209","United States of America",583,,"(MODERN) REPUBLICAN",,,840,"modern republican",1854,2016,60.6,1920,82,840000583,"USA"
"2210","United States of America",616,,"SOCIALIST",,,840,"socialist",1878,2010,6.9,1912,48,840000616,"USA"
"2211","United States of America",625,,"SOFT DEMOCRAT",,,840,"soft democrat",1854,1854,3.5,1854,1,840000625,"USA"
"2212","United States of America",629,,"SOUTHERN RIGHTS DEMOCRAT",,,840,"southern rights democrat",1850,1862,2.4,1860,6,840000629,"USA"
"2213","United States of America",639,,"STATE RIGHTS WHIG",,,840,"state rights whig",1830,1858,9.9,1838,5,840000639,"USA"
